NRO_CLIENTE,MONTO,FECHA,TIPO_OPERACION
100141,140.82,2026-05-10,DEP
100142,205.52,2026-05-10,PAG
100143,364.08,2026-05-10,RET
100143,369.09,2026-05-10,PAG
100143,264.5,2026-05-10,DEP
100144,353.85,2026-05-10,PAG
100145,286.0,2026-05-10,RET
100146,334.07,2026-05-10,PAG
100147,262.74,2026-05-10,RET
100148,319.41,2026-05-10,DEP
100148,250.63,2026-05-10,RET
100149,277.83,2026-05-10,DEP
100149,268.49,2026-05-10,DEP
100150,73.45,2026-05-10,DEP
100151,244.27,2026-05-10,DEP
100152,318.43,2026-05-10,RET
100152,124.94,2026-05-10,DEP
100153,224.95,2026-05-10,DEP
100153,146.72,2026-05-10,RET
100153,146.03,2026-05-10,DEP
100154,74.01,2026-05-10,PAG
100155,17.63,2026-05-10,DEP
100156,138.41,2026-05-10,DEP
100156,248.94,2026-05-10,DEP
100157,226.98,2026-05-10,RET
100157,106.84,2026-05-10,RET
100158,315.03,2026-05-10,DEP
100159,309.19,2026-05-10,PAG
100160,110.66,2026-05-10,DEP
100161,342.1,2026-05-10,PAG
100162,243.69,2026-05-10,DEP
100162,284.03,2026-05-10,RET
100163,320.6,2026-05-10,DEP
100163,389.99,2026-05-10,PAG
100164,245.81,2026-05-10,DEP
100165,330.33,2026-05-10,DEP
100165,205.39,2026-05-10,DEP
100166,253.82,2026-05-10,DEP
100167,364.84,2026-05-10,DEP
100167,292.7,2026-05-10,PAG
100168,179.4,2026-05-10,PAG
100168,201.86,2026-05-10,DEP
100169,65.95,2026-05-10,RET
100170,137.17,2026-05-10,DEP
100170,53.58,2026-05-10,DEP
100171,178.45,2026-05-10,RET
100172,308.84,2026-05-10,DEP
100172,101.9,2026-05-10,RET
100173,139.82,2026-05-10,PAG
100173,72.65,2026-05-10,RET
100174,152.11,2026-05-10,RET
100175,147.45,2026-05-10,PAG
100176,101.95,2026-05-10,PAG
100176,171.58,2026-05-10,DEP
100177,59.51,2026-05-10,RET
100178,168.3,2026-05-10,RET
100179,359.74,2026-05-10,PAG
100180,318.87,2026-05-10,RET
100180,377.78,2026-05-10,RET
100181,62.51,2026-05-10,DEP
100182,288.46,2026-05-10,PAG
100182,377.74,2026-05-10,DEP
100183,138.63,2026-05-10,RET
100183,392.87,2026-05-10,DEP
100183,176.46,2026-05-10,RET
100184,304.88,2026-05-10,PAG
100184,369.39,2026-05-10,DEP
100185,361.49,2026-05-10,DEP
100186,391.2,2026-05-10,PAG
100187,320.63,2026-05-10,PAG
100188,389.2,2026-05-10,RET
100188,163.79,2026-05-10,PAG
100189,281.81,2026-05-10,RET
100190,290.01,2026-05-10,RET
100191,364.15,2026-05-10,DEP
100191,331.67,2026-05-10,PAG
100192,246.11,2026-05-10,DEP
100193,281.62,2026-05-10,RET
100194,259.33,2026-05-10,PAG
100194,251.62,2026-05-10,PAG
100195,262.55,2026-05-10,PAG
100195,141.37,2026-05-10,PAG
100196,164.78,2026-05-10,DEP
100197,352.98,2026-05-10,DEP
100197,19.6,2026-05-10,RET
100198,159.05,2026-05-10,PAG
100198,297.32,2026-05-10,DEP
100199,210.59,2026-05-10,PAG
100200,117.15,2026-05-10,DEP
100200,207.11,2026-05-10,RET
100201,210.93,2026-05-10,PAG
100202,68.21,2026-05-10,DEP
100202,356.68,2026-05-10,PAG
100203,239.04,2026-05-10,DEP
100203,333.73,2026-05-10,RET
100204,291.97,2026-05-10,PAG
100205,48.62,2026-05-10,DEP
100206,337.43,2026-05-10,RET
100206,252.66,2026-05-10,RET
100206,53.91,2026-05-10,PAG
100207,376.83,2026-05-10,RET
100208,122.69,2026-05-10,PAG
100209,7.06,2026-05-10,RET
100210,393.27,2026-05-10,PAG
100210,395.66,2026-05-10,PAG
100211,287.29,2026-05-10,PAG
100211,267.88,2026-05-10,PAG
100212,97.37,2026-05-10,RET
100213,117.39,2026-05-10,PAG
100213,231.24,2026-05-10,DEP
100214,287.17,2026-05-10,PAG
100214,296.32,2026-05-10,DEP
100215,134.5,2026-05-10,PAG
100216,81.06,2026-05-10,RET
100217,184.45,2026-05-10,DEP
100218,286.1,2026-05-10,RET
100218,37.37,2026-05-10,DEP
100219,172.83,2026-05-10,DEP
100219,193.12,2026-05-10,RET
100220,35.84,2026-05-10,PAG
100220,212.87,2026-05-10,PAG
100221,225.79,2026-05-10,RET
100221,349.45,2026-05-10,PAG
100222,202.04,2026-05-10,RET
100223,398.62,2026-05-10,PAG
100223,372.76,2026-05-10,RET
100223,294.03,2026-05-10,RET
100224,330.41,2026-05-10,DEP
100224,204.79,2026-05-10,RET
100225,285.9,2026-05-10,DEP
100226,387.37,2026-05-10,PAG
100226,345.99,2026-05-10,DEP
100227,279.32,2026-05-10,RET
100227,191.98,2026-05-10,PAG
100228,66.95,2026-05-10,PAG
100228,150.89,2026-05-10,DEP
100228,242.63,2026-05-10,RET
100229,48.58,2026-05-10,RET
100229,230.85,2026-05-10,DEP
100230,211.5,2026-05-10,DEP
100230,151.73,2026-05-10,RET
100231,124.79,2026-05-10,RET
100232,16.05,2026-05-10,DEP
100233,61.15,2026-05-10,PAG
100233,171.59,2026-05-10,RET
100233,356.18,2026-05-10,DEP
100234,77.32,2026-05-10,PAG
100234,198.07,2026-05-10,DEP
100235,221.28,2026-05-10,DEP
100235,348.82,2026-05-10,RET
100236,195.06,2026-05-10,RET
100237,228.48,2026-05-10,RET
100238,313.63,2026-05-10,RET
100238,334.61,2026-05-10,PAG
100239,57.46,2026-05-10,DEP
100240,204.38,2026-05-10,RET
100241,305.86,2026-05-10,PAG
100241,182.38,2026-05-10,PAG
100242,133.46,2026-05-10,PAG
100242,267.48,2026-05-10,RET
100243,157.96,2026-05-10,RET
100243,138.9,2026-05-10,DEP
100244,383.44,2026-05-10,RET
100244,295.69,2026-05-10,PAG
100245,39.97,2026-05-10,DEP
100245,284.35,2026-05-10,PAG
100245,253.89,2026-05-10,PAG
100246,126.99,2026-05-10,PAG
100246,53.89,2026-05-10,PAG
100247,38.64,2026-05-10,PAG
100248,219.02,2026-05-10,DEP
100249,383.13,2026-05-10,PAG
100250,79.81,2026-05-10,RET
100251,203.54,2026-05-10,DEP
100252,52.51,2026-05-10,PAG
100252,76.0,2026-05-10,DEP
100253,113.61,2026-05-10,DEP
100254,101.89,2026-05-10,PAG
100255,336.37,2026-05-10,PAG
100256,180.47,2026-05-10,PAG
100257,244.71,2026-05-10,RET
100258,237.61,2026-05-10,RET
100258,345.48,2026-05-10,DEP
100259,139.28,2026-05-10,DEP
100260,168.9,2026-05-10,PAG
100260,130.37,2026-05-10,RET
100260,40.95,2026-05-10,DEP
100261,219.0,2026-05-10,RET
100261,61.89,2026-05-10,RET
100262,308.48,2026-05-10,DEP
100263,126.18,2026-05-10,RET
100263,273.05,2026-05-10,DEP
100264,247.72,2026-05-10,RET
100264,76.68,2026-05-10,PAG
100265,28.11,2026-05-10,RET
100266,44.0,2026-05-10,DEP
100266,168.07,2026-05-10,RET
100267,106.88,2026-05-10,DEP
100268,25.49,2026-05-10,DEP
100268,302.09,2026-05-10,PAG
100269,98.41,2026-05-10,PAG
100269,302.19,2026-05-10,RET
100270,380.0,2026-05-10,RET
100270,28.95,2026-05-10,RET
100271,223.48,2026-05-10,DEP
100271,196.25,2026-05-10,RET
100272,255.25,2026-05-10,DEP
100273,111.32,2026-05-10,PAG
100274,271.66,2026-05-10,DEP
100274,306.38,2026-05-10,PAG
100275,315.16,2026-05-10,RET
100275,229.46,2026-05-10,RET
100276,38.14,2026-05-10,PAG
100276,202.67,2026-05-10,DEP
100277,152.46,2026-05-10,DEP
100277,313.9,2026-05-10,PAG
100278,381.28,2026-05-10,PAG
100279,183.44,2026-05-10,DEP
100279,325.99,2026-05-10,PAG
100280,119.25,2026-05-10,DEP
100281,5.21,2026-05-10,RET
100281,112.95,2026-05-10,RET
100282,336.6,2026-05-10,RET
100283,399.7,2026-05-10,PAG
100283,89.04,2026-05-10,PAG
100284,116.12,2026-05-10,DEP
100284,296.98,2026-05-10,PAG
100285,32.62,2026-05-10,DEP
100285,161.15,2026-05-10,DEP
100286,333.05,2026-05-10,PAG
100286,224.81,2026-05-10,RET
100287,351.92,2026-05-10,DEP
100287,246.13,2026-05-10,RET
100288,354.15,2026-05-10,RET
100289,255.89,2026-05-10,PAG
100289,183.82,2026-05-10,DEP
100290,266.6,2026-05-10,RET
100291,139.94,2026-05-10,RET
100291,383.8,2026-05-10,RET
100292,11.27,2026-05-10,PAG
100292,57.82,2026-05-10,DEP
100293,245.47,2026-05-10,DEP
100294,361.07,2026-05-10,PAG
100294,73.55,2026-05-10,PAG
100295,358.63,2026-05-10,PAG
100296,198.15,2026-05-10,RET
100296,217.56,2026-05-10,PAG
100297,262.25,2026-05-10,PAG
100297,17.22,2026-05-10,PAG
100298,180.84,2026-05-10,DEP
100299,144.43,2026-05-10,RET
100299,331.85,2026-05-10,RET
100300,157.77,2026-05-10,PAG
100301,393.6,2026-05-10,DEP
100301,187.76,2026-05-10,DEP
100302,180.61,2026-05-10,DEP
100303,298.54,2026-05-10,RET
100303,273.82,2026-05-10,PAG
100304,146.34,2026-05-10,DEP
100304,327.43,2026-05-10,PAG
100305,124.76,2026-05-10,PAG
100305,92.35,2026-05-10,RET
100306,387.08,2026-05-10,DEP
100306,115.9,2026-05-10,PAG
100307,284.25,2026-05-10,DEP
100307,7.82,2026-05-10,PAG
100308,161.45,2026-05-10,RET
100309,229.8,2026-05-10,RET
100309,72.34,2026-05-10,DEP
100310,265.64,2026-05-10,PAG
100311,270.51,2026-05-10,PAG
100312,228.23,2026-05-10,DEP
100312,237.33,2026-05-10,PAG
100313,30.69,2026-05-10,RET
100313,373.76,2026-05-10,DEP
100314,353.0,2026-05-10,PAG
100315,313.99,2026-05-10,DEP
100316,339.83,2026-05-10,DEP
100316,396.82,2026-05-10,PAG
100317,272.71,2026-05-10,PAG
100318,104.9,2026-05-10,PAG
100318,353.83,2026-05-10,DEP
100319,375.47,2026-05-10,PAG
100319,270.87,2026-05-10,PAG
100320,25.49,2026-05-10,RET
100320,175.86,2026-05-10,RET
100321,113.24,2026-05-10,PAG
100322,209.73,2026-05-10,RET
100322,147.78,2026-05-10,DEP
100323,354.1,2026-05-10,DEP
100324,23.55,2026-05-10,RET
100324,215.3,2026-05-10,RET
100324,7.04,2026-05-10,DEP
100325,137.21,2026-05-10,PAG
100326,324.03,2026-05-10,PAG
100327,94.12,2026-05-10,PAG
100327,172.41,2026-05-10,DEP
100327,367.21,2026-05-10,DEP
100328,69.97,2026-05-10,RET
100328,29.82,2026-05-10,PAG
100329,43.21,2026-05-10,RET
100330,175.62,2026-05-10,DEP
100330,239.05,2026-05-10,PAG
100330,374.35,2026-05-10,RET
100331,102.63,2026-05-10,RET
100332,99.15,2026-05-10,RET
100332,333.84,2026-05-10,RET
100333,210.27,2026-05-10,DEP
100334,377.7,2026-05-10,PAG
100334,249.73,2026-05-10,DEP
100335,252.01,2026-05-10,PAG
100336,54.31,2026-05-10,DEP
100336,367.1,2026-05-10,RET
100337,128.75,2026-05-10,PAG
100338,30.69,2026-05-10,DEP
100338,29.49,2026-05-10,RET
100339,26.64,2026-05-10,PAG
100339,252.34,2026-05-10,DEP
100339,45.22,2026-05-10,DEP
100340,225.91,2026-05-10,RET
100340,340.72,2026-05-10,RET
100340,42.85,2026-05-10,RET
100341,97.08,2026-05-10,PAG
100342,316.05,2026-05-10,PAG
100343,9.19,2026-05-10,RET
100343,188.36,2026-05-10,RET
100344,352.58,2026-05-10,PAG
100344,45.0,2026-05-10,PAG
100345,375.35,2026-05-10,DEP
100345,184.36,2026-05-10,RET
100345,237.19,2026-05-10,DEP
100346,45.56,2026-05-10,PAG
100347,286.75,2026-05-10,PAG
100347,316.82,2026-05-10,DEP
100347,362.23,2026-05-10,DEP
100348,256.76,2026-05-10,RET
100348,145.38,2026-05-10,RET
100349,291.23,2026-05-10,RET
100350,78.44,2026-05-10,DEP
100350,319.83,2026-05-10,DEP
100351,55.43,2026-05-10,PAG
100351,177.16,2026-05-10,PAG
100352,302.98,2026-05-10,RET
100352,235.55,2026-05-10,PAG
100353,311.32,2026-05-10,DEP
100354,190.46,2026-05-10,PAG
100354,140.45,2026-05-10,RET
100355,388.26,2026-05-10,PAG
100355,236.64,2026-05-10,PAG
100355,62.12,2026-05-10,DEP
100356,205.31,2026-05-10,PAG
100356,344.19,2026-05-10,RET
100357,140.81,2026-05-10,DEP
100358,258.02,2026-05-10,DEP
100358,315.18,2026-05-10,RET
100358,79.8,2026-05-10,RET
100359,279.44,2026-05-10,RET
100359,241.91,2026-05-10,RET
100360,341.54,2026-05-10,PAG
100360,385.41,2026-05-10,PAG
100361,123.35,2026-05-10,RET
100362,69.1,2026-05-10,RET
100363,351.06,2026-05-10,DEP
100364,200.89,2026-05-10,DEP
100365,257.31,2026-05-10,PAG
100366,95.96,2026-05-10,PAG
100367,89.19,2026-05-10,RET
100367,295.16,2026-05-10,RET
100368,323.87,2026-05-10,RET
100368,86.1,2026-05-10,DEP
100369,331.3,2026-05-10,DEP
100370,148.31,2026-05-10,DEP
100371,146.37,2026-05-10,PAG
100371,50.5,2026-05-10,RET
100372,178.96,2026-05-10,PAG
100373,236.35,2026-05-10,RET
100373,22.34,2026-05-10,DEP
100373,83.65,2026-05-10,RET
100373,73.79,2026-05-10,RET
100374,288.94,2026-05-10,RET
100374,339.78,2026-05-10,DEP
100375,75.52,2026-05-10,DEP
100376,74.55,2026-05-10,RET
100377,364.71,2026-05-10,DEP
100378,333.42,2026-05-10,DEP
100378,154.67,2026-05-10,DEP
100379,138.66,2026-05-10,DEP
100380,125.5,2026-05-10,DEP
100380,151.01,2026-05-10,RET
100381,266.06,2026-05-10,PAG
100381,390.96,2026-05-10,PAG
100382,353.26,2026-05-10,PAG
100382,30.82,2026-05-10,DEP
100383,353.68,2026-05-10,DEP
100384,318.98,2026-05-10,DEP
100384,215.36,2026-05-10,PAG
100385,152.83,2026-05-10,PAG
100385,174.67,2026-05-10,PAG
100385,101.6,2026-05-10,DEP
100386,306.42,2026-05-10,PAG
100387,79.7,2026-05-10,PAG
100387,121.2,2026-05-10,DEP
100388,134.43,2026-05-10,DEP
100389,253.64,2026-05-10,RET
100390,349.78,2026-05-10,PAG
100391,387.51,2026-05-10,RET
100391,87.65,2026-05-10,DEP
100392,314.94,2026-05-10,PAG
100393,247.88,2026-05-10,DEP
100394,205.9,2026-05-10,PAG
100394,301.7,2026-05-10,RET
100395,201.94,2026-05-10,RET
100396,75.7,2026-05-10,PAG
100397,152.68,2026-05-10,PAG
100397,195.9,2026-05-10,RET
100398,192.13,2026-05-10,PAG
100398,163.37,2026-05-10,PAG
100398,261.65,2026-05-10,DEP
100399,91.71,2026-05-10,DEP
100400,183.57,2026-05-10,DEP
100401,161.38,2026-05-10,RET
100402,172.88,2026-05-10,RET
100403,230.69,2026-05-10,RET
100403,105.54,2026-05-10,DEP
100404,58.06,2026-05-10,DEP
100404,121.54,2026-05-10,PAG
100404,143.87,2026-05-10,PAG
100405,21.25,2026-05-10,PAG
100405,250.34,2026-05-10,RET
100406,183.2,2026-05-10,RET
100406,166.54,2026-05-10,RET
100407,130.22,2026-05-10,RET
100407,14.76,2026-05-10,RET
100408,97.35,2026-05-10,PAG
100409,34.98,2026-05-10,DEP
100410,121.33,2026-05-10,PAG
100411,207.55,2026-05-10,PAG
100412,35.87,2026-05-10,RET
100412,371.01,2026-05-10,DEP
100413,51.84,2026-05-10,RET
100413,20.12,2026-05-10,DEP
100414,136.83,2026-05-10,PAG
100414,135.05,2026-05-10,RET
100415,299.36,2026-05-10,PAG
100416,338.95,2026-05-10,DEP
100416,283.73,2026-05-10,DEP
100417,399.37,2026-05-10,PAG
100417,297.23,2026-05-10,RET
100417,8.37,2026-05-10,RET
100418,116.33,2026-05-10,RET
100418,314.34,2026-05-10,RET
100419,378.6,2026-05-10,PAG
100419,304.33,2026-05-10,DEP
100420,191.44,2026-05-10,PAG
100420,395.76,2026-05-10,DEP
100421,346.86,2026-05-10,DEP
100422,94.64,2026-05-10,PAG
100423,87.9,2026-05-10,DEP
100424,208.75,2026-05-10,PAG
100424,304.26,2026-05-10,PAG
100425,326.69,2026-05-10,RET
100425,317.81,2026-05-10,RET
100426,339.09,2026-05-10,RET
100426,309.2,2026-05-10,PAG
100427,169.99,2026-05-10,RET
100428,182.74,2026-05-10,PAG
100429,16.89,2026-05-10,DEP
100429,233.12,2026-05-10,DEP
100430,125.7,2026-05-10,PAG
100431,8.82,2026-05-10,PAG
100431,334.55,2026-05-10,RET
100432,94.07,2026-05-10,RET
100433,275.88,2026-05-10,RET
100433,306.32,2026-05-10,PAG
100434,217.35,2026-05-10,RET
100435,236.85,2026-05-10,PAG
100436,315.22,2026-05-10,DEP
100436,65.71,2026-05-10,RET
100437,229.44,2026-05-10,PAG
100437,365.93,2026-05-10,PAG
100438,347.44,2026-05-10,RET
100439,85.66,2026-05-10,RET
100439,30.17,2026-05-10,RET
100439,79.39,2026-05-10,DEP
100440,134.89,2026-05-10,RET
100440,257.41,2026-05-10,RET
100441,41.83,2026-05-10,DEP
100442,271.58,2026-05-10,DEP
100442,17.66,2026-05-10,PAG
100442,243.33,2026-05-10,DEP
100443,78.74,2026-05-10,DEP
100443,364.98,2026-05-10,RET
100444,117.11,2026-05-10,DEP
100445,119.99,2026-05-10,PAG
100446,32.64,2026-05-10,DEP
100447,150.62,2026-05-10,DEP
100447,72.87,2026-05-10,RET
100448,159.49,2026-05-10,DEP
100449,56.01,2026-05-10,RET
100449,193.91,2026-05-10,DEP
100450,158.65,2026-05-10,DEP
100451,56.32,2026-05-10,DEP
100452,127.35,2026-05-10,PAG
100452,267.59,2026-05-10,DEP
100453,243.47,2026-05-10,RET
100454,237.06,2026-05-10,PAG
100454,288.12,2026-05-10,RET
100455,113.8,2026-05-10,DEP
100455,396.48,2026-05-10,RET
100456,30.27,2026-05-10,RET
100457,243.92,2026-05-10,DEP
100457,212.71,2026-05-10,PAG
100458,352.3,2026-05-10,RET
100458,187.76,2026-05-10,DEP
100459,296.23,2026-05-10,RET
100460,260.29,2026-05-10,RET
100461,141.98,2026-05-10,PAG
100462,317.98,2026-05-10,RET
100462,247.15,2026-05-10,DEP
100463,168.95,2026-05-10,DEP
100464,360.49,2026-05-10,PAG
100464,175.67,2026-05-10,RET
100465,364.78,2026-05-10,DEP
100465,280.92,2026-05-10,DEP
100466,160.45,2026-05-10,DEP
100466,99.68,2026-05-10,DEP
100467,113.14,2026-05-10,PAG
100468,217.41,2026-05-10,PAG
100468,366.94,2026-05-10,PAG
100469,291.98,2026-05-10,DEP
100470,363.95,2026-05-10,RET
100470,396.99,2026-05-10,PAG
100471,52.89,2026-05-10,RET
100471,35.23,2026-05-10,DEP
100472,204.24,2026-05-10,RET
100472,166.99,2026-05-10,DEP
100473,104.84,2026-05-10,PAG
100474,22.63,2026-05-10,DEP
100475,33.91,2026-05-10,PAG
100476,271.87,2026-05-10,RET
100476,155.56,2026-05-10,PAG
100477,162.74,2026-05-10,DEP
100477,161.69,2026-05-10,DEP
100478,103.99,2026-05-10,PAG
100478,367.27,2026-05-10,RET
100478,269.77,2026-05-10,RET
100479,196.48,2026-05-10,DEP
100479,37.61,2026-05-10,PAG
100480,100.71,2026-05-10,RET
100480,60.4,2026-05-10,RET
100480,337.42,2026-05-10,DEP
100481,336.21,2026-05-10,PAG
