NRO_CLIENTE,MONTO,FECHA,TIPO_OPERACION
100094,70.89,2026-05-10,DEP
100095,222.24,2026-05-10,PAG
100095,138.32,2026-05-10,DEP
100095,215.89,2026-05-10,PAG
100096,179.99,2026-05-10,RET
100096,361.48,2026-05-10,PAG
100097,396.63,2026-05-10,RET
100097,338.72,2026-05-10,RET
100098,306.85,2026-05-10,RET
100098,331.33,2026-05-10,RET
100099,245.32,2026-05-10,PAG
100099,220.52,2026-05-10,RET
100100,307.45,2026-05-10,PAG
100100,105.37,2026-05-10,RET
100101,181.76,2026-05-10,RET
100102,5.08,2026-05-10,DEP
100102,393.27,2026-05-10,PAG
100103,11.44,2026-05-10,DEP
100104,397.4,2026-05-10,RET
100105,7.59,2026-05-10,DEP
100106,89.86,2026-05-10,RET
100107,13.57,2026-05-10,PAG
100107,329.82,2026-05-10,PAG
100108,206.95,2026-05-10,PAG
100109,370.74,2026-05-10,DEP
100109,42.24,2026-05-10,RET
100110,145.48,2026-05-10,DEP
100110,109.67,2026-05-10,PAG
100111,103.69,2026-05-10,RET
100111,325.37,2026-05-10,DEP
100112,230.34,2026-05-10,PAG
100112,367.56,2026-05-10,PAG
100113,35.49,2026-05-10,RET
100113,318.2,2026-05-10,DEP
100114,197.87,2026-05-10,PAG
100114,282.62,2026-05-10,DEP
100115,240.12,2026-05-10,RET
100115,19.76,2026-05-10,PAG
100116,155.71,2026-05-10,DEP
100116,369.14,2026-05-10,RET
100117,142.43,2026-05-10,RET
100117,169.53,2026-05-10,DEP
100118,348.57,2026-05-10,DEP
100118,300.33,2026-05-10,PAG
100119,371.82,2026-05-10,PAG
100120,312.08,2026-05-10,RET
100120,26.38,2026-05-10,PAG
100121,21.27,2026-05-10,PAG
100122,228.14,2026-05-10,RET
100122,203.45,2026-05-10,DEP
100123,65.51,2026-05-10,PAG
100123,293.97,2026-05-10,RET
100124,388.56,2026-05-10,PAG
100124,232.23,2026-05-10,DEP
100125,92.72,2026-05-10,RET
100126,315.62,2026-05-10,DEP
100126,57.21,2026-05-10,DEP
100127,192.96,2026-05-10,PAG
100127,24.48,2026-05-10,RET
100128,108.71,2026-05-10,RET
100129,203.22,2026-05-10,PAG
100129,56.5,2026-05-10,DEP
100130,194.96,2026-05-10,DEP
100131,197.71,2026-05-10,PAG
100132,230.68,2026-05-10,PAG
100133,248.32,2026-05-10,PAG
100133,212.08,2026-05-10,DEP
100134,33.3,2026-05-10,RET
100135,132.75,2026-05-10,PAG
100135,40.39,2026-05-10,PAG
100136,168.36,2026-05-10,RET
100136,142.58,2026-05-10,RET
100137,141.09,2026-05-10,PAG
100138,14.56,2026-05-10,RET
100138,71.86,2026-05-10,RET
100139,248.41,2026-05-10,RET
100139,251.16,2026-05-10,RET
100140,22.73,2026-05-10,DEP
100141,83.88,2026-05-10,RET
100142,66.62,2026-05-10,PAG
100143,341.84,2026-05-10,DEP
100144,297.13,2026-05-10,DEP
100144,379.83,2026-05-10,DEP
100145,348.16,2026-05-10,RET
100145,10.42,2026-05-10,PAG
100146,322.69,2026-05-10,RET
100147,182.77,2026-05-10,DEP
100147,136.09,2026-05-10,PAG
100148,217.51,2026-05-10,DEP
100149,220.84,2026-05-10,RET
100149,221.78,2026-05-10,PAG
100150,293.32,2026-05-10,DEP
100151,279.55,2026-05-10,PAG
100152,12.26,2026-05-10,PAG
100153,362.89,2026-05-10,PAG
100154,22.18,2026-05-10,DEP
100154,28.74,2026-05-10,DEP
100155,316.73,2026-05-10,PAG
100156,112.16,2026-05-10,RET
100157,263.63,2026-05-10,DEP
100158,31.31,2026-05-10,PAG
100159,112.17,2026-05-10,PAG
100160,147.29,2026-05-10,DEP
100161,12.54,2026-05-10,PAG
100161,157.68,2026-05-10,RET
100162,205.87,2026-05-10,PAG
100163,44.34,2026-05-10,RET
100163,196.44,2026-05-10,PAG
100163,214.97,2026-05-10,DEP
100164,83.56,2026-05-10,RET
100165,226.47,2026-05-10,PAG
100166,13.49,2026-05-10,DEP
100167,369.3,2026-05-10,RET
100167,136.76,2026-05-10,RET
100167,299.03,2026-05-10,DEP
100168,141.98,2026-05-10,RET
100169,145.37,2026-05-10,RET
100170,98.3,2026-05-10,PAG
100170,113.97,2026-05-10,DEP
100171,252.19,2026-05-10,RET
100172,356.71,2026-05-10,DEP
100172,377.93,2026-05-10,RET
100173,94.11,2026-05-10,RET
100173,359.38,2026-05-10,PAG
100174,59.22,2026-05-10,PAG
100174,155.97,2026-05-10,PAG
100175,246.92,2026-05-10,PAG
100175,276.18,2026-05-10,RET
100176,99.94,2026-05-10,DEP
100176,173.45,2026-05-10,RET
100177,364.35,2026-05-10,RET
100178,182.42,2026-05-10,DEP
100179,86.67,2026-05-10,DEP
100180,234.51,2026-05-10,PAG
100181,321.04,2026-05-10,DEP
100182,127.05,2026-05-10,PAG
100183,359.96,2026-05-10,DEP
100183,174.88,2026-05-10,DEP
100184,264.21,2026-05-10,PAG
100184,367.26,2026-05-10,RET
100185,31.79,2026-05-10,PAG
100185,379.7,2026-05-10,DEP
100185,77.73,2026-05-10,DEP
100186,292.2,2026-05-10,RET
100186,352.65,2026-05-10,RET
100187,384.67,2026-05-10,RET
100188,179.99,2026-05-10,PAG
100188,373.63,2026-05-10,RET
100189,65.02,2026-05-10,DEP
100189,47.17,2026-05-10,DEP
100190,15.35,2026-05-10,PAG
100191,248.69,2026-05-10,PAG
100191,228.98,2026-05-10,DEP
100191,240.56,2026-05-10,DEP
100192,276.51,2026-05-10,RET
100193,36.39,2026-05-10,RET
100193,57.96,2026-05-10,PAG
100194,190.16,2026-05-10,PAG
100195,152.71,2026-05-10,RET
100195,199.12,2026-05-10,DEP
100196,69.7,2026-05-10,DEP
100196,17.73,2026-05-10,DEP
100196,370.55,2026-05-10,RET
100197,92.91,2026-05-10,PAG
100197,395.36,2026-05-10,DEP
100198,31.12,2026-05-10,RET
100199,347.52,2026-05-10,RET
100199,276.71,2026-05-10,RET
100200,355.6,2026-05-10,RET
100201,164.92,2026-05-10,DEP
100201,245.13,2026-05-10,RET
100202,289.48,2026-05-10,RET
100203,246.54,2026-05-10,PAG
100204,230.91,2026-05-10,PAG
100205,212.47,2026-05-10,PAG
100205,315.83,2026-05-10,PAG
100205,48.18,2026-05-10,RET
100206,331.67,2026-05-10,DEP
100207,351.72,2026-05-10,DEP
100208,209.89,2026-05-10,RET
100208,393.61,2026-05-10,DEP
100209,225.29,2026-05-10,PAG
100210,307.24,2026-05-10,DEP
100210,79.99,2026-05-10,RET
100211,162.23,2026-05-10,RET
100212,310.6,2026-05-10,RET
100212,187.23,2026-05-10,RET
100213,121.3,2026-05-10,DEP
100214,277.53,2026-05-10,DEP
100215,188.11,2026-05-10,PAG
100216,183.42,2026-05-10,PAG
100216,202.76,2026-05-10,DEP
100217,312.6,2026-05-10,PAG
100218,220.83,2026-05-10,RET
100219,168.36,2026-05-10,RET
100220,14.84,2026-05-10,RET
100220,238.17,2026-05-10,PAG
100221,358.84,2026-05-10,RET
100221,40.62,2026-05-10,RET
100222,278.23,2026-05-10,PAG
100222,319.61,2026-05-10,PAG
100223,294.64,2026-05-10,DEP
100223,50.1,2026-05-10,RET
100224,255.46,2026-05-10,DEP
100224,211.91,2026-05-10,RET
100225,292.12,2026-05-10,PAG
100226,246.77,2026-05-10,DEP
100227,154.58,2026-05-10,RET
100228,22.34,2026-05-10,DEP
100228,365.34,2026-05-10,PAG
100229,349.17,2026-05-10,DEP
100230,69.04,2026-05-10,DEP
100231,75.65,2026-05-10,PAG
100232,25.27,2026-05-10,RET
100232,127.26,2026-05-10,RET
100233,119.07,2026-05-10,DEP
100233,51.43,2026-05-10,DEP
100234,384.37,2026-05-10,DEP
100235,250.91,2026-05-10,RET
100235,9.82,2026-05-10,RET
100236,342.89,2026-05-10,PAG
100236,323.94,2026-05-10,PAG
100237,353.67,2026-05-10,DEP
100238,90.67,2026-05-10,PAG
100238,192.91,2026-05-10,RET
100239,179.54,2026-05-10,PAG
100239,242.04,2026-05-10,DEP
100240,353.46,2026-05-10,RET
100240,249.81,2026-05-10,PAG
100241,328.95,2026-05-10,DEP
100242,24.32,2026-05-10,DEP
100242,26.75,2026-05-10,RET
100243,19.5,2026-05-10,DEP
100244,268.46,2026-05-10,PAG
100244,122.88,2026-05-10,DEP
100245,24.37,2026-05-10,RET
100245,397.53,2026-05-10,DEP
100246,270.48,2026-05-10,PAG
100246,266.07,2026-05-10,PAG
100247,240.01,2026-05-10,PAG
100247,75.08,2026-05-10,RET
100248,300.99,2026-05-10,RET
100248,372.93,2026-05-10,DEP
100249,308.56,2026-05-10,RET
100250,150.58,2026-05-10,RET
100250,329.0,2026-05-10,RET
100251,338.11,2026-05-10,DEP
100252,120.67,2026-05-10,DEP
100252,53.2,2026-05-10,RET
100253,135.04,2026-05-10,RET
100254,212.24,2026-05-10,PAG
100254,87.58,2026-05-10,DEP
100255,48.17,2026-05-10,PAG
100255,391.84,2026-05-10,PAG
100256,394.94,2026-05-10,RET
100256,291.01,2026-05-10,PAG
100257,373.89,2026-05-10,PAG
100257,118.44,2026-05-10,PAG
100258,339.88,2026-05-10,RET
100258,212.53,2026-05-10,PAG
100259,144.77,2026-05-10,DEP
100259,247.64,2026-05-10,RET
100260,210.28,2026-05-10,PAG
100261,201.61,2026-05-10,DEP
100261,354.05,2026-05-10,DEP
100262,284.89,2026-05-10,DEP
100262,5.62,2026-05-10,DEP
100263,188.63,2026-05-10,DEP
100264,296.3,2026-05-10,DEP
100265,320.83,2026-05-10,RET
100265,168.55,2026-05-10,RET
100266,143.11,2026-05-10,PAG
100267,88.87,2026-05-10,PAG
100267,84.47,2026-05-10,RET
100268,105.49,2026-05-10,DEP
100269,126.57,2026-05-10,PAG
100269,222.25,2026-05-10,DEP
100270,49.97,2026-05-10,RET
100271,139.84,2026-05-10,PAG
100271,229.72,2026-05-10,DEP
100272,333.66,2026-05-10,DEP
100273,135.55,2026-05-10,RET
100274,369.3,2026-05-10,RET
100275,366.88,2026-05-10,DEP
100275,260.03,2026-05-10,RET
100276,66.38,2026-05-10,RET
100277,357.36,2026-05-10,PAG
100278,358.89,2026-05-10,RET
100279,314.68,2026-05-10,RET
100280,371.48,2026-05-10,DEP
100281,334.87,2026-05-10,RET
100282,228.15,2026-05-10,PAG
100282,129.62,2026-05-10,PAG
100283,12.39,2026-05-10,PAG
100284,275.77,2026-05-10,RET
100285,31.15,2026-05-10,DEP
100285,115.78,2026-05-10,DEP
100286,138.97,2026-05-10,RET
100286,252.47,2026-05-10,DEP
100287,230.54,2026-05-10,RET
100288,79.01,2026-05-10,DEP
100288,346.51,2026-05-10,RET
100289,283.58,2026-05-10,RET
100289,285.39,2026-05-10,RET
100290,168.48,2026-05-10,RET
100291,351.43,2026-05-10,RET
100292,183.5,2026-05-10,RET
100293,90.38,2026-05-10,RET
100293,74.13,2026-05-10,RET
100294,315.05,2026-05-10,DEP
100295,365.77,2026-05-10,RET
100295,204.87,2026-05-10,RET
100296,362.46,2026-05-10,DEP
100296,80.13,2026-05-10,RET
100297,294.31,2026-05-10,PAG
100298,127.59,2026-05-10,RET
100299,61.6,2026-05-10,DEP
100299,329.74,2026-05-10,PAG
100300,272.3,2026-05-10,DEP
100301,86.05,2026-05-10,DEP
100301,186.45,2026-05-10,PAG
100302,346.6,2026-05-10,DEP
100302,6.62,2026-05-10,DEP
100303,276.39,2026-05-10,PAG
100304,349.39,2026-05-10,RET
100305,189.42,2026-05-10,DEP
100306,45.73,2026-05-10,PAG
100306,299.49,2026-05-10,DEP
100307,233.14,2026-05-10,RET
100307,257.35,2026-05-10,DEP
100308,131.75,2026-05-10,DEP
100309,118.19,2026-05-10,PAG
100310,131.06,2026-05-10,RET
100311,270.09,2026-05-10,RET
100311,63.98,2026-05-10,RET
100312,50.21,2026-05-10,PAG
100312,226.05,2026-05-10,DEP
100313,86.6,2026-05-10,RET
100313,222.0,2026-05-10,RET
100314,60.91,2026-05-10,PAG
100315,322.58,2026-05-10,PAG
100315,101.71,2026-05-10,DEP
100316,127.99,2026-05-10,RET
100316,218.53,2026-05-10,DEP
100317,56.38,2026-05-10,RET
100318,361.8,2026-05-10,DEP
100319,46.84,2026-05-10,DEP
100319,39.02,2026-05-10,RET
100320,75.7,2026-05-10,PAG
100320,357.05,2026-05-10,PAG
100321,335.29,2026-05-10,PAG
100322,181.11,2026-05-10,RET
100323,128.41,2026-05-10,DEP
100324,286.59,2026-05-10,PAG
100324,324.67,2026-05-10,DEP
100325,389.6,2026-05-10,RET
100326,229.28,2026-05-10,DEP
100326,326.08,2026-05-10,PAG
100327,189.97,2026-05-10,RET
100328,127.6,2026-05-10,PAG
100329,285.54,2026-05-10,RET
100330,190.87,2026-05-10,DEP
100330,61.77,2026-05-10,PAG
100331,106.93,2026-05-10,RET
100332,159.87,2026-05-10,PAG
100333,367.32,2026-05-10,RET
100334,316.57,2026-05-10,RET
100335,184.05,2026-05-10,DEP
100335,30.82,2026-05-10,DEP
100336,143.82,2026-05-10,RET
100336,339.08,2026-05-10,RET
100337,308.34,2026-05-10,PAG
100338,232.0,2026-05-10,PAG
100338,45.66,2026-05-10,PAG
100339,319.72,2026-05-10,RET
100340,224.68,2026-05-10,DEP
100340,318.01,2026-05-10,PAG
100341,187.09,2026-05-10,PAG
100341,168.31,2026-05-10,PAG
100342,101.26,2026-05-10,DEP
100343,389.69,2026-05-10,RET
100343,31.09,2026-05-10,DEP
100344,326.5,2026-05-10,PAG
100344,175.3,2026-05-10,RET
100345,229.05,2026-05-10,RET
100346,220.09,2026-05-10,DEP
100346,73.37,2026-05-10,PAG
100346,35.77,2026-05-10,PAG
100347,231.8,2026-05-10,RET
100348,50.16,2026-05-10,PAG
100348,187.85,2026-05-10,PAG
100349,43.57,2026-05-10,RET
100349,74.59,2026-05-10,RET
100350,32.5,2026-05-10,DEP
100350,275.78,2026-05-10,PAG
100350,309.68,2026-05-10,RET
100351,134.33,2026-05-10,PAG
100352,265.77,2026-05-10,DEP
100352,90.96,2026-05-10,DEP
100353,355.47,2026-05-10,PAG
100354,324.89,2026-05-10,DEP
100354,266.05,2026-05-10,RET
100355,214.85,2026-05-10,RET
100356,248.15,2026-05-10,RET
100356,82.29,2026-05-10,PAG
100357,351.58,2026-05-10,RET
100357,230.26,2026-05-10,PAG
100358,125.3,2026-05-10,RET
100359,288.53,2026-05-10,RET
100359,396.16,2026-05-10,PAG
100360,8.21,2026-05-10,PAG
100360,164.66,2026-05-10,DEP
100361,341.74,2026-05-10,DEP
100362,150.84,2026-05-10,PAG
100362,387.32,2026-05-10,DEP
100363,282.82,2026-05-10,RET
100364,48.33,2026-05-10,RET
100364,346.94,2026-05-10,DEP
100365,175.53,2026-05-10,PAG
100366,160.74,2026-05-10,RET
100366,286.15,2026-05-10,RET
100367,155.72,2026-05-10,PAG
100368,88.43,2026-05-10,DEP
100368,192.57,2026-05-10,DEP
100369,224.39,2026-05-10,RET
100370,336.79,2026-05-10,DEP
100370,118.95,2026-05-10,PAG
100371,54.59,2026-05-10,DEP
100371,33.34,2026-05-10,DEP
100372,61.88,2026-05-10,RET
100372,264.88,2026-05-10,DEP
100372,38.44,2026-05-10,PAG
100373,323.35,2026-05-10,RET
100374,357.97,2026-05-10,PAG
100375,243.75,2026-05-10,RET
100376,251.18,2026-05-10,RET
100377,206.22,2026-05-10,PAG
100377,328.93,2026-05-10,RET
100377,145.35,2026-05-10,DEP
100378,172.78,2026-05-10,DEP
100379,233.29,2026-05-10,PAG
100379,98.52,2026-05-10,PAG
100380,111.35,2026-05-10,PAG
100380,232.66,2026-05-10,DEP
100381,391.4,2026-05-10,PAG
100381,195.89,2026-05-10,RET
100382,49.7,2026-05-10,RET
100383,384.89,2026-05-10,DEP
100383,61.12,2026-05-10,PAG
100383,212.93,2026-05-10,RET
100384,188.65,2026-05-10,DEP
100385,211.73,2026-05-10,PAG
100385,39.94,2026-05-10,RET
100386,254.11,2026-05-10,PAG
100387,384.36,2026-05-10,DEP
100388,275.21,2026-05-10,PAG
100389,320.25,2026-05-10,RET
100389,247.15,2026-05-10,RET
100390,216.34,2026-05-10,DEP
100390,190.2,2026-05-10,PAG
100391,362.89,2026-05-10,PAG
100392,294.86,2026-05-10,RET
100393,144.4,2026-05-10,RET
100394,119.24,2026-05-10,DEP
100394,279.55,2026-05-10,PAG
100395,301.02,2026-05-10,PAG
100395,315.08,2026-05-10,RET
100396,29.26,2026-05-10,RET
100397,233.37,2026-05-10,PAG
100397,25.39,2026-05-10,RET
100398,324.51,2026-05-10,PAG
100399,15.78,2026-05-10,RET
100399,37.59,2026-05-10,PAG
100399,35.36,2026-05-10,RET
100400,104.56,2026-05-10,PAG
100400,115.98,2026-05-10,RET
100401,10.61,2026-05-10,DEP
100402,243.51,2026-05-10,PAG
100403,296.89,2026-05-10,PAG
100404,181.43,2026-05-10,DEP
100404,108.19,2026-05-10,PAG
100405,98.3,2026-05-10,DEP
100406,320.75,2026-05-10,DEP
100407,140.42,2026-05-10,DEP
100408,387.1,2026-05-10,PAG
100408,373.91,2026-05-10,DEP
100409,335.86,2026-05-10,RET
100409,309.3,2026-05-10,DEP
100410,265.96,2026-05-10,PAG
100411,256.84,2026-05-10,DEP
100411,233.21,2026-05-10,RET
100412,26.46,2026-05-10,RET
100412,303.42,2026-05-10,DEP
100413,25.75,2026-05-10,RET
100414,162.5,2026-05-10,RET
100414,193.13,2026-05-10,PAG
100415,97.3,2026-05-10,PAG
100416,283.72,2026-05-10,RET
100416,108.74,2026-05-10,PAG
100417,348.76,2026-05-10,DEP
100418,119.07,2026-05-10,RET
100418,155.89,2026-05-10,RET
100419,384.9,2026-05-10,PAG
100419,382.57,2026-05-10,DEP
100420,367.5,2026-05-10,PAG
100420,144.76,2026-05-10,RET
100421,246.14,2026-05-10,PAG
100421,344.05,2026-05-10,RET
100422,111.78,2026-05-10,DEP
100423,105.86,2026-05-10,PAG
100423,159.51,2026-05-10,PAG
100424,300.89,2026-05-10,PAG
100424,270.4,2026-05-10,DEP
100425,210.38,2026-05-10,PAG
100425,277.66,2026-05-10,DEP
100426,128.74,2026-05-10,DEP
100426,270.76,2026-05-10,DEP
100427,9.72,2026-05-10,DEP
100428,212.48,2026-05-10,PAG
100428,181.15,2026-05-10,DEP
100429,291.47,2026-05-10,RET
100429,81.27,2026-05-10,DEP
100430,249.66,2026-05-10,DEP
100430,375.71,2026-05-10,PAG
100431,358.12,2026-05-10,DEP
100431,380.44,2026-05-10,PAG
100432,53.11,2026-05-10,DEP
100433,39.12,2026-05-10,PAG
100433,56.31,2026-05-10,PAG
100434,306.72,2026-05-10,PAG
100434,228.6,2026-05-10,DEP
100435,358.92,2026-05-10,PAG
100435,77.78,2026-05-10,RET
100436,189.45,2026-05-10,DEP
100437,257.32,2026-05-10,RET
100438,308.9,2026-05-10,PAG
100439,361.84,2026-05-10,RET
100440,106.65,2026-05-10,DEP
100440,114.53,2026-05-10,DEP
100441,156.21,2026-05-10,RET
100442,398.4,2026-05-10,RET
100443,382.46,2026-05-10,RET
100443,75.28,2026-05-10,DEP
100444,199.23,2026-05-10,DEP
100445,246.07,2026-05-10,DEP
100445,259.97,2026-05-10,DEP
100446,61.83,2026-05-10,RET
100447,91.26,2026-05-10,PAG
100447,46.97,2026-05-10,RET
100448,287.58,2026-05-10,DEP
100448,18.77,2026-05-10,DEP
100449,230.68,2026-05-10,RET
100449,312.01,2026-05-10,DEP
100450,359.12,2026-05-10,DEP
100451,262.88,2026-05-10,DEP
100451,373.49,2026-05-10,PAG
100452,159.24,2026-05-10,DEP
100453,281.52,2026-05-10,RET
100453,231.98,2026-05-10,PAG
100454,284.5,2026-05-10,RET
100455,193.87,2026-05-10,RET
100456,338.4,2026-05-10,DEP
100456,218.35,2026-05-10,DEP
100457,156.85,2026-05-10,PAG
100458,328.1,2026-05-10,RET
100459,52.88,2026-05-10,PAG
100459,374.34,2026-05-10,RET
100460,136.71,2026-05-10,RET
100460,163.24,2026-05-10,PAG
100461,398.82,2026-05-10,PAG
100461,40.81,2026-05-10,PAG
100462,342.07,2026-05-10,RET
100463,36.78,2026-05-10,RET
100464,305.38,2026-05-10,RET
100465,260.88,2026-05-10,DEP
100465,224.02,2026-05-10,RET
100466,265.99,2026-05-10,RET
100467,279.87,2026-05-10,DEP
100468,254.09,2026-05-10,RET
100469,197.17,2026-05-10,PAG
100469,178.0,2026-05-10,DEP
100470,60.28,2026-05-10,DEP
100470,15.02,2026-05-10,PAG
100470,99.2,2026-05-10,RET
100471,29.88,2026-05-10,PAG
100471,259.15,2026-05-10,RET
100471,215.91,2026-05-10,RET
100472,386.8,2026-05-10,DEP
100472,19.63,2026-05-10,DEP
100473,138.4,2026-05-10,PAG
100473,21.91,2026-05-10,DEP
100474,88.61,2026-05-10,PAG
100474,268.59,2026-05-10,RET
100475,376.34,2026-05-10,PAG
100476,63.84,2026-05-10,PAG
100476,97.03,2026-05-10,DEP
100477,19.57,2026-05-10,DEP
100478,198.11,2026-05-10,DEP
100479,191.13,2026-05-10,PAG
100479,23.09,2026-05-10,PAG
100479,261.27,2026-05-10,DEP
100480,73.04,2026-05-10,DEP
100481,362.34,2026-05-10,DEP
100481,185.19,2026-05-10,DEP
100482,334.96,2026-05-10,DEP
100482,328.03,2026-05-10,DEP
100483,50.1,2026-05-10,PAG
100483,320.67,2026-05-10,DEP
100484,29.93,2026-05-10,DEP
100485,173.35,2026-05-10,PAG
100486,272.97,2026-05-10,RET
100487,52.72,2026-05-10,PAG
100487,232.51,2026-05-10,DEP
100487,132.03,2026-05-10,DEP
100488,306.87,2026-05-10,PAG
100488,73.51,2026-05-10,DEP
100489,52.69,2026-05-10,DEP
100490,304.23,2026-05-10,DEP
100491,280.04,2026-05-10,PAG
100492,70.18,2026-05-10,DEP
100493,370.64,2026-05-10,DEP
100493,57.68,2026-05-10,PAG
100494,246.91,2026-05-10,DEP
100495,11.17,2026-05-10,RET
100495,36.89,2026-05-10,DEP
100496,75.87,2026-05-10,DEP
100497,284.16,2026-05-10,PAG
100497,355.33,2026-05-10,RET
100498,278.93,2026-05-10,RET
100498,278.48,2026-05-10,DEP
100499,61.52,2026-05-10,RET
100499,211.62,2026-05-10,RET
100500,99.51,2026-05-10,DEP
100500,246.16,2026-05-10,DEP
100501,240.53,2026-05-10,PAG
100501,202.46,2026-05-10,DEP
