NRO_CLIENTE,MONTO,FECHA,TIPO_OPERACION
100057,327.11,2026-05-10,RET
100057,136.04,2026-05-10,DEP
100058,101.3,2026-05-10,PAG
100058,278.36,2026-05-10,PAG
100059,219.73,2026-05-10,DEP
100059,330.85,2026-05-10,DEP
100060,220.13,2026-05-10,DEP
100060,207.06,2026-05-10,RET
100061,61.02,2026-05-10,DEP
100061,14.48,2026-05-10,RET
100062,157.23,2026-05-10,RET
100063,263.87,2026-05-10,DEP
100064,369.07,2026-05-10,PAG
100064,156.97,2026-05-10,PAG
100065,330.0,2026-05-10,DEP
100066,199.27,2026-05-10,DEP
100067,93.69,2026-05-10,RET
100067,146.14,2026-05-10,PAG
100068,136.82,2026-05-10,RET
100068,369.71,2026-05-10,DEP
100069,358.76,2026-05-10,PAG
100070,64.69,2026-05-10,RET
100071,214.54,2026-05-10,PAG
100072,76.64,2026-05-10,RET
100073,64.34,2026-05-10,PAG
100074,276.43,2026-05-10,PAG
100074,327.94,2026-05-10,RET
100075,350.78,2026-05-10,RET
100076,366.91,2026-05-10,PAG
100077,150.8,2026-05-10,RET
100077,325.23,2026-05-10,PAG
100077,320.48,2026-05-10,DEP
100078,345.38,2026-05-10,DEP
100078,312.22,2026-05-10,DEP
100079,131.5,2026-05-10,RET
100080,181.44,2026-05-10,RET
100080,326.79,2026-05-10,DEP
100081,233.25,2026-05-10,PAG
100082,115.0,2026-05-10,DEP
100082,132.61,2026-05-10,DEP
100083,76.84,2026-05-10,RET
100083,144.28,2026-05-10,RET
100084,172.41,2026-05-10,PAG
100084,389.28,2026-05-10,PAG
100085,318.43,2026-05-10,RET
100085,59.6,2026-05-10,PAG
100086,369.03,2026-05-10,RET
100086,170.37,2026-05-10,RET
100087,217.81,2026-05-10,RET
100087,215.33,2026-05-10,DEP
100088,156.93,2026-05-10,PAG
100088,287.39,2026-05-10,PAG
100089,233.26,2026-05-10,PAG
100089,325.46,2026-05-10,DEP
100090,282.72,2026-05-10,DEP
100091,147.88,2026-05-10,DEP
100092,397.59,2026-05-10,DEP
100093,148.15,2026-05-10,RET
100093,383.26,2026-05-10,DEP
100094,28.53,2026-05-10,RET
100095,147.54,2026-05-10,DEP
100096,121.41,2026-05-10,DEP
100097,334.92,2026-05-10,PAG
100097,388.87,2026-05-10,RET
100098,100.79,2026-05-10,DEP
100098,27.07,2026-05-10,DEP
100099,51.31,2026-05-10,PAG
100100,283.07,2026-05-10,RET
100100,294.57,2026-05-10,PAG
100101,386.14,2026-05-10,RET
100102,26.36,2026-05-10,DEP
100103,266.79,2026-05-10,DEP
100103,193.35,2026-05-10,PAG
100104,348.84,2026-05-10,DEP
100105,63.02,2026-05-10,DEP
100106,36.2,2026-05-10,DEP
100107,9.93,2026-05-10,RET
100107,64.14,2026-05-10,DEP
100108,190.56,2026-05-10,DEP
100108,300.5,2026-05-10,PAG
100109,379.76,2026-05-10,RET
100109,167.55,2026-05-10,RET
100110,180.37,2026-05-10,PAG
100110,279.62,2026-05-10,RET
100111,48.95,2026-05-10,DEP
100111,353.06,2026-05-10,DEP
100112,243.65,2026-05-10,DEP
100112,203.8,2026-05-10,DEP
100113,161.57,2026-05-10,RET
100113,273.56,2026-05-10,RET
100114,223.89,2026-05-10,RET
100114,368.06,2026-05-10,PAG
100115,125.88,2026-05-10,DEP
100115,172.35,2026-05-10,DEP
100116,112.37,2026-05-10,DEP
100116,210.99,2026-05-10,DEP
100116,298.54,2026-05-10,RET
100117,249.52,2026-05-10,DEP
100117,159.95,2026-05-10,PAG
100118,390.52,2026-05-10,PAG
100118,337.48,2026-05-10,PAG
100118,190.03,2026-05-10,RET
100119,262.82,2026-05-10,RET
100120,331.77,2026-05-10,DEP
100120,26.6,2026-05-10,RET
100121,260.43,2026-05-10,DEP
100121,111.62,2026-05-10,DEP
100122,35.73,2026-05-10,PAG
100122,312.62,2026-05-10,RET
100122,16.08,2026-05-10,RET
100123,69.29,2026-05-10,DEP
100123,30.8,2026-05-10,PAG
100124,9.34,2026-05-10,RET
100125,79.16,2026-05-10,DEP
100126,257.16,2026-05-10,DEP
100126,99.93,2026-05-10,DEP
100127,390.78,2026-05-10,PAG
100127,22.73,2026-05-10,RET
100128,23.04,2026-05-10,RET
100128,41.82,2026-05-10,RET
100129,8.35,2026-05-10,RET
100130,301.91,2026-05-10,RET
100131,202.59,2026-05-10,RET
100131,301.98,2026-05-10,PAG
100132,145.56,2026-05-10,DEP
100132,282.55,2026-05-10,DEP
100133,135.87,2026-05-10,PAG
100133,203.91,2026-05-10,PAG
100134,323.96,2026-05-10,DEP
100134,14.36,2026-05-10,RET
100135,193.4,2026-05-10,DEP
100136,119.6,2026-05-10,DEP
100136,274.54,2026-05-10,DEP
100137,354.66,2026-05-10,DEP
100137,381.36,2026-05-10,DEP
100138,354.34,2026-05-10,PAG
100138,263.42,2026-05-10,PAG
100139,68.61,2026-05-10,PAG
100139,208.94,2026-05-10,PAG
100140,245.45,2026-05-10,PAG
100140,372.44,2026-05-10,RET
100141,181.75,2026-05-10,DEP
100142,138.91,2026-05-10,RET
100142,251.27,2026-05-10,RET
100143,20.81,2026-05-10,PAG
100143,310.8,2026-05-10,RET
100144,99.45,2026-05-10,PAG
100144,244.72,2026-05-10,DEP
100144,228.93,2026-05-10,RET
100145,43.48,2026-05-10,DEP
100145,61.34,2026-05-10,RET
100146,221.12,2026-05-10,DEP
100146,202.07,2026-05-10,RET
100147,128.92,2026-05-10,RET
100147,68.78,2026-05-10,RET
100148,232.72,2026-05-10,RET
100149,40.25,2026-05-10,DEP
100150,285.71,2026-05-10,RET
100151,106.89,2026-05-10,RET
100151,391.5,2026-05-10,RET
100151,261.87,2026-05-10,DEP
100152,376.23,2026-05-10,PAG
100153,197.86,2026-05-10,RET
100153,344.31,2026-05-10,RET
100154,166.57,2026-05-10,PAG
100155,367.27,2026-05-10,DEP
100155,179.13,2026-05-10,PAG
100155,338.71,2026-05-10,RET
100156,152.6,2026-05-10,PAG
100157,168.21,2026-05-10,RET
100157,108.82,2026-05-10,PAG
100158,21.86,2026-05-10,PAG
100159,27.54,2026-05-10,DEP
100159,281.4,2026-05-10,PAG
100159,8.14,2026-05-10,DEP
100160,119.81,2026-05-10,DEP
100161,230.2,2026-05-10,DEP
100161,93.11,2026-05-10,RET
100162,269.31,2026-05-10,RET
100163,189.02,2026-05-10,PAG
100164,216.37,2026-05-10,RET
100164,48.1,2026-05-10,DEP
100165,294.05,2026-05-10,RET
100165,308.45,2026-05-10,DEP
100166,163.6,2026-05-10,DEP
100166,130.33,2026-05-10,PAG
100167,197.09,2026-05-10,PAG
100167,297.81,2026-05-10,DEP
100168,114.96,2026-05-10,DEP
100168,220.31,2026-05-10,RET
100169,62.48,2026-05-10,DEP
100169,131.47,2026-05-10,DEP
100170,395.19,2026-05-10,RET
100170,29.65,2026-05-10,RET
100171,316.88,2026-05-10,RET
100172,89.3,2026-05-10,DEP
100172,347.87,2026-05-10,PAG
100173,172.05,2026-05-10,RET
100173,256.1,2026-05-10,DEP
100173,60.99,2026-05-10,RET
100174,165.0,2026-05-10,RET
100174,350.14,2026-05-10,RET
100175,349.16,2026-05-10,PAG
100175,89.57,2026-05-10,RET
100176,77.71,2026-05-10,DEP
100177,41.51,2026-05-10,RET
100177,140.1,2026-05-10,RET
100178,69.99,2026-05-10,RET
100179,377.07,2026-05-10,RET
100179,192.82,2026-05-10,PAG
100179,314.62,2026-05-10,PAG
100180,177.53,2026-05-10,PAG
100180,230.28,2026-05-10,DEP
100181,226.56,2026-05-10,PAG
100182,83.43,2026-05-10,PAG
100182,268.85,2026-05-10,PAG
100183,62.12,2026-05-10,PAG
100183,394.62,2026-05-10,PAG
100184,298.42,2026-05-10,PAG
100184,294.59,2026-05-10,DEP
100185,64.45,2026-05-10,RET
100186,373.86,2026-05-10,RET
100186,346.4,2026-05-10,DEP
100187,317.85,2026-05-10,PAG
100187,165.52,2026-05-10,PAG
100188,290.3,2026-05-10,RET
100188,377.61,2026-05-10,DEP
100189,255.55,2026-05-10,PAG
100189,387.94,2026-05-10,DEP
100190,19.41,2026-05-10,PAG
100191,391.72,2026-05-10,RET
100192,280.1,2026-05-10,DEP
100192,242.37,2026-05-10,DEP
100193,142.49,2026-05-10,DEP
100194,388.84,2026-05-10,PAG
100194,382.27,2026-05-10,RET
100195,326.44,2026-05-10,DEP
100195,124.27,2026-05-10,RET
100195,203.32,2026-05-10,DEP
100196,281.23,2026-05-10,PAG
100197,399.62,2026-05-10,RET
100198,167.1,2026-05-10,RET
100198,332.13,2026-05-10,RET
100199,211.65,2026-05-10,RET
100200,49.79,2026-05-10,DEP
100200,186.24,2026-05-10,RET
100201,74.87,2026-05-10,PAG
100201,69.25,2026-05-10,RET
100202,155.72,2026-05-10,PAG
100202,276.98,2026-05-10,RET
100203,255.47,2026-05-10,PAG
100204,250.05,2026-05-10,DEP
100205,398.17,2026-05-10,DEP
100205,40.41,2026-05-10,DEP
100206,248.42,2026-05-10,RET
100207,45.95,2026-05-10,PAG
100208,301.93,2026-05-10,PAG
100208,44.38,2026-05-10,RET
100209,203.83,2026-05-10,DEP
100209,268.75,2026-05-10,RET
100210,88.69,2026-05-10,RET
100210,222.88,2026-05-10,DEP
100211,82.25,2026-05-10,RET
100212,380.47,2026-05-10,RET
100213,387.21,2026-05-10,RET
100213,168.11,2026-05-10,PAG
100214,283.01,2026-05-10,PAG
100215,161.34,2026-05-10,RET
100216,313.97,2026-05-10,PAG
100216,117.02,2026-05-10,PAG
100217,109.48,2026-05-10,RET
100217,270.95,2026-05-10,DEP
100218,360.57,2026-05-10,RET
100218,17.91,2026-05-10,DEP
100219,65.58,2026-05-10,RET
100219,337.1,2026-05-10,PAG
100220,328.91,2026-05-10,PAG
100220,130.4,2026-05-10,DEP
100221,383.87,2026-05-10,RET
100222,100.52,2026-05-10,RET
100223,81.1,2026-05-10,PAG
100224,160.36,2026-05-10,DEP
100224,321.53,2026-05-10,PAG
100225,174.5,2026-05-10,PAG
100226,159.21,2026-05-10,PAG
100227,73.62,2026-05-10,RET
100227,209.32,2026-05-10,RET
100228,96.23,2026-05-10,PAG
100228,321.46,2026-05-10,PAG
100229,51.76,2026-05-10,PAG
100229,314.79,2026-05-10,PAG
100229,367.08,2026-05-10,PAG
100230,67.83,2026-05-10,RET
100230,85.49,2026-05-10,DEP
100231,15.13,2026-05-10,DEP
100231,253.41,2026-05-10,PAG
100232,65.45,2026-05-10,PAG
100233,284.49,2026-05-10,DEP
100233,230.86,2026-05-10,DEP
100234,298.22,2026-05-10,DEP
100235,393.45,2026-05-10,PAG
100236,254.44,2026-05-10,RET
100237,78.69,2026-05-10,PAG
100238,359.67,2026-05-10,RET
100239,81.56,2026-05-10,DEP
100239,291.89,2026-05-10,RET
100240,309.3,2026-05-10,PAG
100241,25.44,2026-05-10,DEP
100241,374.32,2026-05-10,PAG
100242,14.14,2026-05-10,PAG
100242,347.44,2026-05-10,DEP
100242,186.36,2026-05-10,PAG
100243,53.46,2026-05-10,DEP
100244,116.57,2026-05-10,DEP
100244,41.65,2026-05-10,RET
100245,338.63,2026-05-10,DEP
100246,159.37,2026-05-10,RET
100246,319.2,2026-05-10,RET
100246,34.06,2026-05-10,PAG
100247,35.14,2026-05-10,PAG
100248,170.86,2026-05-10,RET
100249,255.25,2026-05-10,RET
100250,324.38,2026-05-10,DEP
100251,123.01,2026-05-10,DEP
100251,265.57,2026-05-10,PAG
100252,244.63,2026-05-10,DEP
100253,51.3,2026-05-10,RET
100253,397.53,2026-05-10,RET
100254,397.99,2026-05-10,PAG
100255,220.86,2026-05-10,DEP
100255,211.09,2026-05-10,RET
100256,371.0,2026-05-10,DEP
100256,244.41,2026-05-10,PAG
100257,14.1,2026-05-10,PAG
100258,305.58,2026-05-10,DEP
100259,347.42,2026-05-10,DEP
100260,359.94,2026-05-10,DEP
100260,134.38,2026-05-10,DEP
100261,37.96,2026-05-10,PAG
100261,376.24,2026-05-10,RET
100262,113.1,2026-05-10,DEP
100263,381.53,2026-05-10,RET
100264,284.69,2026-05-10,PAG
100264,121.26,2026-05-10,PAG
100265,324.56,2026-05-10,RET
100265,207.5,2026-05-10,RET
100266,369.33,2026-05-10,RET
100266,73.32,2026-05-10,PAG
100266,339.18,2026-05-10,PAG
100267,116.03,2026-05-10,RET
100267,45.64,2026-05-10,PAG
100268,128.08,2026-05-10,DEP
100268,381.74,2026-05-10,RET
100269,176.22,2026-05-10,RET
100269,172.38,2026-05-10,PAG
100270,112.31,2026-05-10,RET
100270,251.05,2026-05-10,PAG
100270,156.3,2026-05-10,DEP
100271,229.02,2026-05-10,RET
100271,359.67,2026-05-10,DEP
100272,182.51,2026-05-10,DEP
100273,383.45,2026-05-10,RET
100273,236.81,2026-05-10,RET
100274,243.53,2026-05-10,PAG
100275,380.4,2026-05-10,PAG
100275,144.14,2026-05-10,DEP
100276,50.29,2026-05-10,RET
100277,174.61,2026-05-10,DEP
100277,146.31,2026-05-10,DEP
100278,90.0,2026-05-10,RET
100279,151.93,2026-05-10,RET
100279,53.31,2026-05-10,RET
100279,276.88,2026-05-10,PAG
100280,134.9,2026-05-10,RET
100280,229.15,2026-05-10,RET
100280,360.0,2026-05-10,PAG
100281,31.16,2026-05-10,RET
100281,242.71,2026-05-10,PAG
100282,90.9,2026-05-10,PAG
100282,114.83,2026-05-10,PAG
100283,378.78,2026-05-10,PAG
100283,34.56,2026-05-10,PAG
100284,171.59,2026-05-10,RET
100284,130.52,2026-05-10,RET
100285,83.27,2026-05-10,DEP
100285,322.08,2026-05-10,RET
100286,23.48,2026-05-10,RET
100287,171.39,2026-05-10,DEP
100288,183.85,2026-05-10,PAG
100289,134.12,2026-05-10,RET
100289,98.39,2026-05-10,DEP
100290,117.59,2026-05-10,PAG
100291,314.41,2026-05-10,PAG
100291,395.24,2026-05-10,RET
100292,117.32,2026-05-10,RET
100293,19.62,2026-05-10,PAG
100294,367.62,2026-05-10,DEP
100294,138.27,2026-05-10,DEP
100295,32.43,2026-05-10,DEP
100295,332.79,2026-05-10,RET
100296,290.69,2026-05-10,RET
100297,130.29,2026-05-10,RET
100297,163.14,2026-05-10,PAG
100298,310.97,2026-05-10,RET
100298,246.87,2026-05-10,RET
100299,122.89,2026-05-10,RET
100299,199.87,2026-05-10,PAG
100300,387.03,2026-05-10,DEP
100301,338.01,2026-05-10,PAG
100301,45.58,2026-05-10,DEP
100302,23.89,2026-05-10,DEP
100303,59.8,2026-05-10,RET
100303,345.25,2026-05-10,PAG
100304,177.09,2026-05-10,DEP
100305,39.77,2026-05-10,PAG
100306,361.4,2026-05-10,RET
100307,327.38,2026-05-10,PAG
100307,395.88,2026-05-10,PAG
100308,347.87,2026-05-10,RET
100309,353.91,2026-05-10,DEP
100309,48.77,2026-05-10,RET
100310,34.64,2026-05-10,RET
100310,276.73,2026-05-10,RET
100311,111.62,2026-05-10,DEP
100311,370.32,2026-05-10,PAG
100312,186.97,2026-05-10,DEP
100312,131.14,2026-05-10,DEP
100313,302.45,2026-05-10,RET
100313,256.58,2026-05-10,PAG
100314,53.34,2026-05-10,PAG
100315,100.01,2026-05-10,RET
100316,266.2,2026-05-10,RET
100317,132.15,2026-05-10,PAG
100317,195.67,2026-05-10,DEP
100318,109.21,2026-05-10,RET
100318,286.0,2026-05-10,RET
100318,225.61,2026-05-10,DEP
100319,265.49,2026-05-10,PAG
100319,343.07,2026-05-10,PAG
100320,35.82,2026-05-10,RET
100320,28.81,2026-05-10,DEP
100321,269.85,2026-05-10,RET
100321,328.31,2026-05-10,DEP
100322,197.62,2026-05-10,RET
100323,87.42,2026-05-10,PAG
100323,305.83,2026-05-10,PAG
100324,344.09,2026-05-10,RET
100325,284.86,2026-05-10,PAG
100325,65.83,2026-05-10,PAG
100326,46.74,2026-05-10,DEP
100327,91.42,2026-05-10,RET
100327,157.3,2026-05-10,RET
100328,347.8,2026-05-10,PAG
100328,85.19,2026-05-10,RET
100329,79.24,2026-05-10,RET
100329,172.12,2026-05-10,PAG
100329,126.32,2026-05-10,PAG
100330,261.11,2026-05-10,DEP
100330,187.08,2026-05-10,DEP
100331,299.29,2026-05-10,DEP
100331,11.55,2026-05-10,RET
100332,78.88,2026-05-10,DEP
100332,193.11,2026-05-10,PAG
100333,183.79,2026-05-10,RET
100333,51.74,2026-05-10,PAG
100334,38.21,2026-05-10,RET
100334,88.77,2026-05-10,RET
100335,203.37,2026-05-10,PAG
100336,136.83,2026-05-10,RET
100336,112.67,2026-05-10,DEP
100337,24.41,2026-05-10,RET
100338,294.14,2026-05-10,RET
100338,81.6,2026-05-10,DEP
100339,164.06,2026-05-10,PAG
100340,113.99,2026-05-10,PAG
100341,199.98,2026-05-10,RET
100342,48.13,2026-05-10,DEP
100342,260.31,2026-05-10,DEP
100343,91.73,2026-05-10,DEP
100343,358.55,2026-05-10,PAG
100344,110.14,2026-05-10,DEP
100344,215.19,2026-05-10,RET
100345,94.45,2026-05-10,PAG
100345,281.31,2026-05-10,RET
100345,159.8,2026-05-10,DEP
100346,91.86,2026-05-10,PAG
100347,110.97,2026-05-10,DEP
100347,72.56,2026-05-10,DEP
100348,142.32,2026-05-10,RET
100348,283.81,2026-05-10,RET
100349,294.88,2026-05-10,DEP
100349,78.11,2026-05-10,PAG
100350,250.74,2026-05-10,PAG
100351,125.6,2026-05-10,PAG
100351,99.25,2026-05-10,RET
100352,274.17,2026-05-10,DEP
100352,79.0,2026-05-10,RET
100353,61.02,2026-05-10,DEP
100353,268.08,2026-05-10,RET
100354,136.95,2026-05-10,DEP
100354,389.88,2026-05-10,DEP
100355,72.44,2026-05-10,DEP
100355,239.63,2026-05-10,RET
100355,235.35,2026-05-10,RET
100356,349.92,2026-05-10,RET
100356,48.21,2026-05-10,DEP
100357,229.07,2026-05-10,RET
100358,334.97,2026-05-10,PAG
100358,203.74,2026-05-10,DEP
100358,311.23,2026-05-10,DEP
100359,125.32,2026-05-10,PAG
100360,137.59,2026-05-10,RET
100361,295.25,2026-05-10,PAG
100361,106.65,2026-05-10,RET
100362,105.15,2026-05-10,RET
100363,10.36,2026-05-10,RET
100364,123.95,2026-05-10,RET
100364,357.09,2026-05-10,PAG
100365,343.5,2026-05-10,PAG
100366,196.32,2026-05-10,RET
100367,275.88,2026-05-10,PAG
100368,257.72,2026-05-10,DEP
100369,391.56,2026-05-10,DEP
100369,265.45,2026-05-10,DEP
100370,146.09,2026-05-10,DEP
100370,101.53,2026-05-10,PAG
100371,279.84,2026-05-10,RET
100371,146.97,2026-05-10,PAG
100372,40.26,2026-05-10,RET
100373,257.3,2026-05-10,RET
100373,351.47,2026-05-10,PAG
100373,220.24,2026-05-10,RET
100374,395.0,2026-05-10,PAG
100374,74.11,2026-05-10,PAG
100375,142.79,2026-05-10,RET
100376,159.46,2026-05-10,RET
100376,378.38,2026-05-10,RET
100376,127.18,2026-05-10,DEP
100377,233.91,2026-05-10,PAG
100377,140.59,2026-05-10,PAG
100378,53.57,2026-05-10,RET
100379,228.83,2026-05-10,RET
100379,118.92,2026-05-10,DEP
100379,202.08,2026-05-10,PAG
100380,63.12,2026-05-10,PAG
100380,64.34,2026-05-10,RET
100381,251.4,2026-05-10,PAG
100382,69.23,2026-05-10,RET
100382,118.86,2026-05-10,RET
100383,11.16,2026-05-10,DEP
100384,90.84,2026-05-10,PAG
100384,53.76,2026-05-10,RET
100385,125.8,2026-05-10,RET
100385,144.14,2026-05-10,DEP
100386,24.71,2026-05-10,DEP
100387,143.34,2026-05-10,RET
100388,315.18,2026-05-10,PAG
100388,267.8,2026-05-10,PAG
100389,66.24,2026-05-10,DEP
100390,286.71,2026-05-10,DEP
100391,398.39,2026-05-10,DEP
100391,175.66,2026-05-10,DEP
100392,119.87,2026-05-10,DEP
100392,191.91,2026-05-10,RET
100393,103.25,2026-05-10,PAG
100393,256.63,2026-05-10,RET
100394,162.65,2026-05-10,DEP
100395,357.75,2026-05-10,RET
100395,240.83,2026-05-10,DEP
100396,227.74,2026-05-10,PAG
100396,350.99,2026-05-10,PAG
100397,59.97,2026-05-10,DEP
100397,103.76,2026-05-10,RET
100398,223.94,2026-05-10,RET
100398,125.47,2026-05-10,RET
100399,228.83,2026-05-10,PAG
100400,187.16,2026-05-10,DEP
100400,153.51,2026-05-10,RET
100401,42.94,2026-05-10,PAG
100401,179.55,2026-05-10,RET
100402,204.01,2026-05-10,PAG
100402,286.48,2026-05-10,RET
100403,144.91,2026-05-10,RET
100403,171.1,2026-05-10,RET
100404,187.21,2026-05-10,PAG
100404,15.44,2026-05-10,RET
100405,39.93,2026-05-10,DEP
100405,248.01,2026-05-10,RET
100406,315.72,2026-05-10,PAG
100407,207.32,2026-05-10,DEP
100407,250.25,2026-05-10,PAG
100408,351.73,2026-05-10,DEP
100408,303.36,2026-05-10,RET
100409,54.74,2026-05-10,PAG
100410,7.35,2026-05-10,PAG
100410,186.79,2026-05-10,DEP
100411,38.44,2026-05-10,RET
100412,332.81,2026-05-10,PAG
100413,47.28,2026-05-10,PAG
100414,43.47,2026-05-10,RET
100414,228.35,2026-05-10,PAG
100415,135.87,2026-05-10,DEP
100415,52.97,2026-05-10,PAG
100415,271.39,2026-05-10,PAG
100416,288.2,2026-05-10,PAG
100416,86.0,2026-05-10,DEP
100417,227.01,2026-05-10,RET
100418,58.88,2026-05-10,PAG
100418,257.67,2026-05-10,DEP
100419,123.85,2026-05-10,RET
100419,289.06,2026-05-10,DEP
100420,323.22,2026-05-10,PAG
100421,276.67,2026-05-10,DEP
100422,31.52,2026-05-10,DEP
100422,243.5,2026-05-10,DEP
100423,210.33,2026-05-10,DEP
100423,85.7,2026-05-10,RET
100424,14.74,2026-05-10,PAG
100425,180.31,2026-05-10,DEP
100426,370.79,2026-05-10,RET
100427,164.8,2026-05-10,DEP
100428,329.01,2026-05-10,PAG
100428,107.81,2026-05-10,PAG
100429,274.12,2026-05-10,PAG
100429,248.78,2026-05-10,RET
100430,62.77,2026-05-10,DEP
100430,78.0,2026-05-10,PAG
100431,264.7,2026-05-10,DEP
100432,207.05,2026-05-10,PAG
100433,220.94,2026-05-10,RET
100434,194.78,2026-05-10,RET
100435,268.68,2026-05-10,PAG
100436,199.72,2026-05-10,PAG
100436,113.7,2026-05-10,RET
100437,280.57,2026-05-10,DEP
100437,188.27,2026-05-10,RET
100438,63.53,2026-05-10,RET
100439,185.55,2026-05-10,PAG
100440,158.82,2026-05-10,PAG
100441,124.59,2026-05-10,PAG
100442,261.92,2026-05-10,PAG
100443,249.85,2026-05-10,DEP
100443,363.7,2026-05-10,RET
100444,385.3,2026-05-10,RET
100444,353.56,2026-05-10,RET
100445,114.38,2026-05-10,DEP
100446,146.31,2026-05-10,PAG
100447,88.26,2026-05-10,PAG
100447,212.4,2026-05-10,PAG
100448,29.79,2026-05-10,PAG
100448,64.8,2026-05-10,PAG
100449,289.09,2026-05-10,RET
100449,186.5,2026-05-10,DEP
100450,114.94,2026-05-10,PAG
100450,124.66,2026-05-10,RET
100451,31.94,2026-05-10,PAG
100451,196.08,2026-05-10,RET
100452,244.31,2026-05-10,DEP
100452,232.54,2026-05-10,PAG
100453,311.28,2026-05-10,PAG
100453,107.39,2026-05-10,PAG
100454,133.01,2026-05-10,PAG
100454,142.5,2026-05-10,PAG
100455,332.81,2026-05-10,DEP
100456,22.75,2026-05-10,PAG
100456,67.88,2026-05-10,DEP
100456,267.78,2026-05-10,RET
100457,374.02,2026-05-10,RET
100457,132.85,2026-05-10,DEP
100458,392.62,2026-05-10,PAG
100459,319.26,2026-05-10,DEP
100459,360.42,2026-05-10,DEP
100459,292.62,2026-05-10,RET
100460,303.55,2026-05-10,RET
100460,369.34,2026-05-10,DEP
100461,246.7,2026-05-10,DEP
100461,19.78,2026-05-10,PAG
100462,33.79,2026-05-10,RET
100463,244.58,2026-05-10,DEP
100464,369.8,2026-05-10,RET
100465,47.53,2026-05-10,RET
100465,154.16,2026-05-10,PAG
100466,231.64,2026-05-10,DEP
100467,82.31,2026-05-10,RET
100468,177.82,2026-05-10,RET
100468,94.07,2026-05-10,PAG
100469,69.03,2026-05-10,PAG
100469,324.43,2026-05-10,DEP
100470,38.98,2026-05-10,DEP
100470,253.5,2026-05-10,PAG
100470,43.0,2026-05-10,DEP
