NRO_CLIENTE,MONTO,FECHA,TIPO_OPERACION
100156,40.29,2026-05-10,DEP
100157,45.76,2026-05-10,RET
100157,352.99,2026-05-10,DEP
100158,156.17,2026-05-10,DEP
100158,258.42,2026-05-10,PAG
100159,61.43,2026-05-10,PAG
100159,227.5,2026-05-10,PAG
100160,261.76,2026-05-10,RET
100161,143.72,2026-05-10,DEP
100161,253.09,2026-05-10,DEP
100161,368.36,2026-05-10,PAG
100162,276.19,2026-05-10,DEP
100162,39.24,2026-05-10,DEP
100163,60.31,2026-05-10,DEP
100163,237.88,2026-05-10,RET
100163,143.86,2026-05-10,RET
100164,129.23,2026-05-10,DEP
100165,102.88,2026-05-10,PAG
100165,38.28,2026-05-10,PAG
100166,242.39,2026-05-10,PAG
100167,245.0,2026-05-10,PAG
100167,15.6,2026-05-10,PAG
100168,350.95,2026-05-10,DEP
100168,209.51,2026-05-10,PAG
100169,79.52,2026-05-10,RET
100170,121.74,2026-05-10,DEP
100171,314.6,2026-05-10,DEP
100172,200.48,2026-05-10,DEP
100173,100.23,2026-05-10,PAG
100173,239.6,2026-05-10,PAG
100174,356.05,2026-05-10,DEP
100175,394.82,2026-05-10,RET
100176,57.13,2026-05-10,PAG
100177,171.24,2026-05-10,PAG
100177,274.76,2026-05-10,RET
100178,382.01,2026-05-10,DEP
100178,11.59,2026-05-10,DEP
100178,10.45,2026-05-10,DEP
100179,20.73,2026-05-10,DEP
100179,379.73,2026-05-10,RET
100180,205.11,2026-05-10,PAG
100181,286.49,2026-05-10,RET
100181,172.31,2026-05-10,RET
100181,37.56,2026-05-10,PAG
100182,217.37,2026-05-10,DEP
100182,114.6,2026-05-10,RET
100183,36.21,2026-05-10,DEP
100184,389.85,2026-05-10,DEP
100185,216.87,2026-05-10,RET
100186,236.64,2026-05-10,PAG
100186,274.02,2026-05-10,DEP
100186,127.52,2026-05-10,RET
100187,293.33,2026-05-10,DEP
100187,27.87,2026-05-10,DEP
100188,370.23,2026-05-10,DEP
100188,184.08,2026-05-10,PAG
100189,26.74,2026-05-10,PAG
100190,297.97,2026-05-10,PAG
100191,74.38,2026-05-10,DEP
100192,284.62,2026-05-10,PAG
100192,9.48,2026-05-10,RET
100193,381.44,2026-05-10,PAG
100194,209.3,2026-05-10,PAG
100195,107.4,2026-05-10,RET
100195,55.14,2026-05-10,RET
100196,294.51,2026-05-10,DEP
100197,309.71,2026-05-10,DEP
100197,137.33,2026-05-10,RET
100198,112.43,2026-05-10,DEP
100198,108.87,2026-05-10,PAG
100199,252.88,2026-05-10,RET
100200,184.8,2026-05-10,RET
100200,26.9,2026-05-10,PAG
100200,70.92,2026-05-10,DEP
100201,105.77,2026-05-10,DEP
100202,358.24,2026-05-10,PAG
100203,290.5,2026-05-10,DEP
100203,297.61,2026-05-10,DEP
100204,22.39,2026-05-10,DEP
100205,101.6,2026-05-10,RET
100205,148.77,2026-05-10,DEP
100206,75.69,2026-05-10,DEP
100207,223.38,2026-05-10,PAG
100208,297.56,2026-05-10,RET
100209,93.68,2026-05-10,DEP
100209,169.42,2026-05-10,PAG
100210,131.37,2026-05-10,DEP
100210,230.76,2026-05-10,DEP
100211,203.31,2026-05-10,DEP
100212,75.84,2026-05-10,PAG
100213,392.66,2026-05-10,RET
100213,32.23,2026-05-10,RET
100214,347.08,2026-05-10,RET
100215,134.28,2026-05-10,PAG
100215,185.41,2026-05-10,RET
100216,84.27,2026-05-10,PAG
100217,314.88,2026-05-10,PAG
100218,250.97,2026-05-10,RET
100218,150.47,2026-05-10,RET
100219,399.13,2026-05-10,DEP
100220,294.32,2026-05-10,PAG
100221,305.39,2026-05-10,DEP
100222,64.47,2026-05-10,RET
100222,14.44,2026-05-10,PAG
100223,141.84,2026-05-10,PAG
100224,351.49,2026-05-10,RET
100224,5.58,2026-05-10,PAG
100225,153.63,2026-05-10,PAG
100225,292.25,2026-05-10,DEP
100226,86.05,2026-05-10,DEP
100227,170.83,2026-05-10,DEP
100227,389.16,2026-05-10,DEP
100228,286.1,2026-05-10,DEP
100229,22.34,2026-05-10,DEP
100230,359.43,2026-05-10,PAG
100231,168.16,2026-05-10,RET
100231,186.09,2026-05-10,PAG
100232,38.54,2026-05-10,DEP
100232,204.64,2026-05-10,PAG
100233,328.89,2026-05-10,DEP
100233,238.8,2026-05-10,DEP
100234,176.82,2026-05-10,DEP
100234,98.52,2026-05-10,RET
100235,341.11,2026-05-10,RET
100236,281.79,2026-05-10,PAG
100236,133.87,2026-05-10,RET
100237,112.42,2026-05-10,DEP
100237,377.7,2026-05-10,DEP
100238,313.08,2026-05-10,PAG
100239,48.04,2026-05-10,DEP
100240,69.93,2026-05-10,RET
100241,129.04,2026-05-10,DEP
100241,216.69,2026-05-10,DEP
100242,183.51,2026-05-10,RET
100242,109.68,2026-05-10,DEP
100243,40.72,2026-05-10,PAG
100243,125.16,2026-05-10,PAG
100244,280.27,2026-05-10,DEP
100245,89.93,2026-05-10,RET
100246,63.59,2026-05-10,PAG
100247,103.05,2026-05-10,RET
100248,161.52,2026-05-10,DEP
100249,272.49,2026-05-10,RET
100249,328.94,2026-05-10,DEP
100249,17.28,2026-05-10,RET
100250,342.57,2026-05-10,PAG
100251,300.49,2026-05-10,DEP
100251,42.42,2026-05-10,DEP
100251,322.54,2026-05-10,DEP
100252,52.97,2026-05-10,DEP
100252,333.0,2026-05-10,DEP
100253,56.63,2026-05-10,RET
100253,152.03,2026-05-10,PAG
100254,375.34,2026-05-10,DEP
100255,235.02,2026-05-10,RET
100256,367.38,2026-05-10,DEP
100257,13.61,2026-05-10,DEP
100258,83.11,2026-05-10,PAG
100258,180.16,2026-05-10,DEP
100259,41.33,2026-05-10,RET
100260,53.4,2026-05-10,RET
100261,25.0,2026-05-10,PAG
100262,176.1,2026-05-10,PAG
100262,161.02,2026-05-10,DEP
100263,156.18,2026-05-10,RET
100264,73.26,2026-05-10,DEP
100265,363.78,2026-05-10,RET
100265,115.54,2026-05-10,DEP
100266,18.69,2026-05-10,PAG
100266,248.71,2026-05-10,PAG
100266,121.57,2026-05-10,RET
100267,353.7,2026-05-10,RET
100268,29.09,2026-05-10,RET
100269,156.29,2026-05-10,RET
100269,83.79,2026-05-10,PAG
100270,103.41,2026-05-10,PAG
100270,318.96,2026-05-10,RET
100271,313.86,2026-05-10,RET
100271,194.48,2026-05-10,RET
100272,140.89,2026-05-10,PAG
100272,203.45,2026-05-10,RET
100273,111.82,2026-05-10,DEP
100273,130.96,2026-05-10,DEP
100274,16.57,2026-05-10,RET
100274,28.14,2026-05-10,RET
100275,214.13,2026-05-10,PAG
100276,399.84,2026-05-10,DEP
100276,44.55,2026-05-10,PAG
100277,100.26,2026-05-10,PAG
100277,327.43,2026-05-10,PAG
100277,27.08,2026-05-10,DEP
100278,232.4,2026-05-10,RET
100278,145.15,2026-05-10,DEP
100279,74.56,2026-05-10,PAG
100280,130.61,2026-05-10,PAG
100280,280.56,2026-05-10,PAG
100281,16.14,2026-05-10,PAG
100281,143.91,2026-05-10,PAG
100282,227.62,2026-05-10,PAG
100282,379.61,2026-05-10,RET
100283,219.14,2026-05-10,DEP
100283,198.72,2026-05-10,DEP
100284,27.19,2026-05-10,PAG
100284,91.43,2026-05-10,PAG
100284,193.81,2026-05-10,RET
100285,367.57,2026-05-10,DEP
100285,323.55,2026-05-10,RET
100285,288.19,2026-05-10,RET
100286,28.52,2026-05-10,DEP
100286,236.71,2026-05-10,DEP
100287,310.87,2026-05-10,PAG
100287,344.96,2026-05-10,DEP
100288,152.57,2026-05-10,PAG
100288,161.26,2026-05-10,DEP
100288,137.94,2026-05-10,RET
100289,58.9,2026-05-10,DEP
100289,294.28,2026-05-10,RET
100290,317.78,2026-05-10,RET
100290,261.43,2026-05-10,DEP
100291,284.34,2026-05-10,PAG
100292,278.96,2026-05-10,PAG
100293,315.86,2026-05-10,DEP
100293,267.89,2026-05-10,DEP
100294,154.46,2026-05-10,PAG
100295,276.96,2026-05-10,DEP
100295,75.19,2026-05-10,DEP
100296,379.77,2026-05-10,PAG
100296,159.68,2026-05-10,PAG
100297,17.79,2026-05-10,PAG
100297,130.7,2026-05-10,PAG
100298,92.25,2026-05-10,PAG
100298,46.12,2026-05-10,RET
100299,60.55,2026-05-10,PAG
100299,35.73,2026-05-10,RET
100300,393.04,2026-05-10,DEP
100301,256.29,2026-05-10,DEP
100301,329.56,2026-05-10,PAG
100302,257.45,2026-05-10,RET
100303,181.42,2026-05-10,RET
100303,87.83,2026-05-10,PAG
100303,31.78,2026-05-10,RET
100304,315.87,2026-05-10,PAG
100304,5.51,2026-05-10,RET
100305,178.1,2026-05-10,RET
100305,387.8,2026-05-10,RET
100306,199.77,2026-05-10,RET
100306,143.74,2026-05-10,RET
100307,45.06,2026-05-10,RET
100308,316.55,2026-05-10,PAG
100309,262.13,2026-05-10,PAG
100310,94.11,2026-05-10,RET
100311,34.12,2026-05-10,DEP
100312,121.49,2026-05-10,RET
100313,108.15,2026-05-10,DEP
100314,34.31,2026-05-10,DEP
100314,355.73,2026-05-10,DEP
100315,294.13,2026-05-10,PAG
100316,377.02,2026-05-10,DEP
100316,138.49,2026-05-10,PAG
100317,357.82,2026-05-10,PAG
100317,17.24,2026-05-10,PAG
100318,70.17,2026-05-10,RET
100319,67.06,2026-05-10,DEP
100319,135.78,2026-05-10,DEP
100320,166.67,2026-05-10,PAG
100320,290.21,2026-05-10,PAG
100321,218.35,2026-05-10,PAG
100321,116.2,2026-05-10,DEP
100322,42.89,2026-05-10,RET
100322,230.85,2026-05-10,RET
100323,65.67,2026-05-10,RET
100323,6.51,2026-05-10,DEP
100324,121.35,2026-05-10,PAG
100324,251.91,2026-05-10,RET
100325,83.87,2026-05-10,DEP
100325,86.75,2026-05-10,PAG
100326,120.27,2026-05-10,DEP
100327,192.06,2026-05-10,DEP
100328,126.8,2026-05-10,RET
100328,191.02,2026-05-10,PAG
100328,109.68,2026-05-10,PAG
100329,219.93,2026-05-10,DEP
100330,151.55,2026-05-10,RET
100331,150.91,2026-05-10,RET
100331,22.62,2026-05-10,RET
100332,188.7,2026-05-10,DEP
100332,335.65,2026-05-10,PAG
100333,29.35,2026-05-10,PAG
100333,268.65,2026-05-10,DEP
100333,268.92,2026-05-10,PAG
100334,168.52,2026-05-10,PAG
100334,94.87,2026-05-10,DEP
100335,337.11,2026-05-10,PAG
100336,170.36,2026-05-10,PAG
100337,276.39,2026-05-10,RET
100337,231.22,2026-05-10,DEP
100337,193.12,2026-05-10,DEP
100338,160.95,2026-05-10,PAG
100339,18.72,2026-05-10,PAG
100339,360.68,2026-05-10,PAG
100340,272.63,2026-05-10,PAG
100340,63.24,2026-05-10,RET
100341,73.29,2026-05-10,DEP
100342,389.01,2026-05-10,DEP
100342,54.84,2026-05-10,RET
100343,35.96,2026-05-10,PAG
100343,176.98,2026-05-10,PAG
100344,63.41,2026-05-10,PAG
100345,106.87,2026-05-10,PAG
100346,366.1,2026-05-10,DEP
100346,39.38,2026-05-10,PAG
100347,161.96,2026-05-10,RET
100347,343.37,2026-05-10,PAG
100348,185.97,2026-05-10,DEP
100349,315.69,2026-05-10,PAG
100350,237.09,2026-05-10,RET
100350,49.44,2026-05-10,DEP
100351,63.54,2026-05-10,PAG
100351,235.16,2026-05-10,DEP
100352,370.35,2026-05-10,PAG
100353,312.92,2026-05-10,RET
100354,347.65,2026-05-10,RET
100355,351.77,2026-05-10,RET
100355,156.3,2026-05-10,RET
100356,230.95,2026-05-10,RET
100356,19.8,2026-05-10,RET
100357,164.17,2026-05-10,PAG
100357,245.42,2026-05-10,PAG
100357,163.68,2026-05-10,RET
100358,356.38,2026-05-10,RET
100358,277.75,2026-05-10,DEP
100359,299.57,2026-05-10,RET
100359,359.33,2026-05-10,DEP
100360,138.46,2026-05-10,RET
100360,127.82,2026-05-10,RET
100360,344.0,2026-05-10,PAG
100361,43.8,2026-05-10,DEP
100361,58.08,2026-05-10,PAG
100362,180.03,2026-05-10,RET
100362,111.42,2026-05-10,RET
100362,243.97,2026-05-10,DEP
100363,79.23,2026-05-10,DEP
100363,365.81,2026-05-10,RET
100364,297.67,2026-05-10,PAG
100365,347.54,2026-05-10,DEP
100365,208.53,2026-05-10,DEP
100366,30.92,2026-05-10,PAG
100367,205.18,2026-05-10,DEP
100368,313.3,2026-05-10,PAG
100369,352.34,2026-05-10,DEP
100369,73.63,2026-05-10,DEP
100370,335.61,2026-05-10,DEP
100370,18.06,2026-05-10,DEP
100371,367.62,2026-05-10,PAG
100372,83.65,2026-05-10,RET
100372,330.28,2026-05-10,PAG
100373,161.79,2026-05-10,DEP
100374,274.06,2026-05-10,DEP
100374,152.12,2026-05-10,PAG
100375,181.21,2026-05-10,RET
100376,236.82,2026-05-10,RET
100376,140.98,2026-05-10,RET
100377,300.84,2026-05-10,PAG
100378,40.7,2026-05-10,DEP
100379,157.69,2026-05-10,DEP
100379,342.26,2026-05-10,DEP
100380,343.56,2026-05-10,PAG
100381,93.92,2026-05-10,DEP
100381,111.29,2026-05-10,RET
100381,207.75,2026-05-10,PAG
100382,8.51,2026-05-10,DEP
100382,260.71,2026-05-10,PAG
100382,321.34,2026-05-10,DEP
100383,104.69,2026-05-10,RET
100383,286.53,2026-05-10,PAG
100384,258.88,2026-05-10,RET
100385,358.72,2026-05-10,RET
100385,186.3,2026-05-10,DEP
100385,189.35,2026-05-10,PAG
100386,210.65,2026-05-10,PAG
100386,161.88,2026-05-10,DEP
100387,7.9,2026-05-10,PAG
100388,386.76,2026-05-10,RET
100389,226.78,2026-05-10,PAG
100390,245.57,2026-05-10,RET
100390,275.34,2026-05-10,RET
100391,30.22,2026-05-10,RET
100392,258.03,2026-05-10,RET
100393,108.15,2026-05-10,PAG
100394,381.11,2026-05-10,PAG
100395,123.02,2026-05-10,DEP
100395,209.33,2026-05-10,DEP
100396,360.38,2026-05-10,PAG
100397,164.62,2026-05-10,RET
100398,273.9,2026-05-10,PAG
100398,15.05,2026-05-10,RET
100399,399.0,2026-05-10,RET
100400,363.23,2026-05-10,RET
100401,158.37,2026-05-10,DEP
100402,235.29,2026-05-10,PAG
100403,327.33,2026-05-10,RET
100404,291.99,2026-05-10,DEP
100404,276.1,2026-05-10,PAG
100404,315.03,2026-05-10,PAG
100405,146.61,2026-05-10,RET
100405,338.94,2026-05-10,PAG
100406,351.22,2026-05-10,DEP
100407,121.04,2026-05-10,RET
100408,55.54,2026-05-10,RET
100409,291.45,2026-05-10,PAG
100409,306.35,2026-05-10,DEP
100410,379.03,2026-05-10,RET
100411,263.5,2026-05-10,DEP
100412,145.34,2026-05-10,PAG
100412,349.22,2026-05-10,RET
100413,316.3,2026-05-10,RET
100414,151.81,2026-05-10,PAG
100415,121.15,2026-05-10,DEP
100416,190.86,2026-05-10,PAG
100416,235.51,2026-05-10,PAG
100417,33.13,2026-05-10,DEP
100417,202.69,2026-05-10,PAG
100418,155.76,2026-05-10,RET
100419,168.18,2026-05-10,DEP
100419,59.26,2026-05-10,DEP
100420,140.35,2026-05-10,PAG
100421,357.67,2026-05-10,RET
100422,61.57,2026-05-10,PAG
100423,76.24,2026-05-10,DEP
100424,197.59,2026-05-10,PAG
100424,394.72,2026-05-10,RET
100425,255.63,2026-05-10,DEP
100425,183.56,2026-05-10,DEP
100426,305.67,2026-05-10,DEP
100427,232.63,2026-05-10,DEP
100428,198.38,2026-05-10,DEP
100428,56.12,2026-05-10,RET
100429,255.23,2026-05-10,RET
100430,174.47,2026-05-10,RET
100430,156.41,2026-05-10,DEP
100431,215.84,2026-05-10,PAG
100432,152.38,2026-05-10,DEP
100433,357.34,2026-05-10,PAG
100433,80.28,2026-05-10,PAG
100434,6.63,2026-05-10,PAG
100435,103.29,2026-05-10,PAG
100435,351.41,2026-05-10,RET
100436,55.93,2026-05-10,RET
100436,203.82,2026-05-10,RET
100437,70.97,2026-05-10,DEP
100437,122.79,2026-05-10,RET
100438,185.09,2026-05-10,PAG
100438,240.57,2026-05-10,RET
100439,176.3,2026-05-10,PAG
100440,398.21,2026-05-10,RET
100440,398.47,2026-05-10,RET
100441,146.9,2026-05-10,DEP
100442,70.13,2026-05-10,RET
100443,12.55,2026-05-10,DEP
100444,292.23,2026-05-10,DEP
100444,88.42,2026-05-10,DEP
100445,237.93,2026-05-10,DEP
100446,53.65,2026-05-10,PAG
100446,261.96,2026-05-10,DEP
100447,153.2,2026-05-10,PAG
100447,106.04,2026-05-10,PAG
100448,251.14,2026-05-10,PAG
100449,397.9,2026-05-10,PAG
100450,47.7,2026-05-10,DEP
100450,24.05,2026-05-10,DEP
100451,169.63,2026-05-10,RET
100451,53.82,2026-05-10,RET
100452,192.39,2026-05-10,DEP
100452,86.17,2026-05-10,PAG
100453,253.97,2026-05-10,RET
100454,171.24,2026-05-10,DEP
100455,266.68,2026-05-10,RET
100456,251.01,2026-05-10,PAG
100456,59.18,2026-05-10,DEP
100457,207.08,2026-05-10,PAG
100457,51.51,2026-05-10,DEP
100458,314.98,2026-05-10,RET
100459,83.47,2026-05-10,DEP
100460,312.29,2026-05-10,PAG
100460,389.38,2026-05-10,RET
100461,282.86,2026-05-10,RET
100462,68.35,2026-05-10,PAG
100463,201.06,2026-05-10,DEP
100464,276.84,2026-05-10,RET
100465,135.59,2026-05-10,DEP
100465,10.04,2026-05-10,DEP
100465,363.22,2026-05-10,PAG
100466,269.26,2026-05-10,DEP
100467,380.03,2026-05-10,PAG
100468,34.64,2026-05-10,PAG
100469,45.01,2026-05-10,RET
100470,259.51,2026-05-10,RET
100471,395.52,2026-05-10,RET
100471,109.33,2026-05-10,DEP
100472,44.42,2026-05-10,DEP
100473,350.29,2026-05-10,RET
100473,147.28,2026-05-10,PAG
100474,128.52,2026-05-10,PAG
100475,50.78,2026-05-10,DEP
100475,8.82,2026-05-10,DEP
100476,267.03,2026-05-10,DEP
100476,134.82,2026-05-10,RET
100477,382.26,2026-05-10,RET
100477,352.0,2026-05-10,DEP
100478,152.19,2026-05-10,RET
100478,77.23,2026-05-10,RET
100479,163.1,2026-05-10,RET
100479,112.37,2026-05-10,RET
100480,277.51,2026-05-10,RET
100480,320.96,2026-05-10,PAG
100481,355.02,2026-05-10,DEP
100482,49.66,2026-05-10,PAG
100482,291.93,2026-05-10,DEP
100483,45.97,2026-05-10,PAG
100484,195.66,2026-05-10,PAG
100485,272.97,2026-05-10,DEP
100485,246.47,2026-05-10,RET
100486,246.49,2026-05-10,PAG
100486,352.58,2026-05-10,PAG
